ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6
ASV_198	-2.854	14.148	0.340754470354665	0.679000329335616	NotSig	0.046	0.331	0.275	0	0	0	0	0	0	0.119	1.816	0	0.052	0
ASV_262	2.049	13.362	0.19985601433606	0.593572362578097	NotSig	0.268	0.065	0	1.053	0.463	0.042	0	0.05	0.035	0	0	0	0	0.354
ASV_341	21.331	12.947	0.00962171958575914	0.363306524436259	NotSig	0.264	0	0	0.79	0.116	0.581	0.046	0.05	0	0	0	0	0	0
ASV_374	-17.595	10.214	0.404656761927286	0.679000329335616	NotSig	0	0.02	0	0	0	0	0	0	0	0.119	0	0	0	0
ASV_437	-2.305	12.853	0.19985601433606	0.593572362578097	NotSig	0.053	0.264	0.275	0	0	0	0.046	0	0.346	0.238	0.74	0	0.262	0
ASV_480	3.12	12.3	0.0402534094922601	0.428896801676326	NotSig	0.256	0.029	0.069	0	0.174	0.332	0.46	0.504	0	0	0	0	0	0.177
ASV_65	-2.112	13.241	0.752553750197242	1	NotSig	0.037	0.161	0	0	0.058	0.166	0	0	0.968	0	0	0	0	0
ASV_813	-16.414	9.033	0.404656761927286	0.679000329335616	NotSig	0	0.009	0	0	0	0	0	0	0	0	0	0	0.052	0
ASV_844	-21.404	12.618	0.0284406622664748	0.363306524436259	NotSig	0	0.278	0	0	0	0	0	0	0.622	0.238	0	0	0.629	0.177
ASV_89	21.309	13.431	0.175734335644225	0.54686152721668	NotSig	0.26	0	0	0	0	0	1.104	0.454	0	0	0	0	0	0
ASV_955	-1.355	12.715	0.192224811362398	0.573776572609369	NotSig	0.107	0.273	0.481	0	0.058	0	0	0.101	0.069	0	0.672	0.403	0.314	0.177
ASV_102	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_106	-4.942	13.84	0.182287175738893	0.54686152721668	NotSig	0.01	0.296	0	0	0.058	0	0	0	0	0	0.134	0	1.467	0.177
ASV_111	21.078	13.697	0.404656761927286	0.679000329335616	NotSig	0.221	0	0	0	0	1.328	0	0	0	0	0	0	0	0
ASV_527	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_754	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_91	-22.529	15.121	0.175734335644225	0.54686152721668	NotSig	0	0.605	0	0	0	0	0	0	0.069	3.563	0	0	0	0
ASV_1030	0.35	13.111	0.347163505300326	0.679000329335616	NotSig	0.21	0.165	0.412	0	0.347	0.249	0	0.252	0.104	0	0	0	0	0.885
ASV_1068	21.374	13.947	0.175734335644225	0.54686152721668	NotSig	0.272	0	0	1.58	0	0	0	0.05	0	0	0	0	0	0
ASV_1205	21.169	12.785	0.0284406622664748	0.363306524436259	NotSig	0.236	0	0	0	0.058	0.706	0.046	0.605	0	0	0	0	0	0
ASV_159	-2.86	12.241	0.0379414710231243	0.428896801676326	NotSig	0.033	0.239	0	0	0	0	0.046	0.151	0.484	0.119	0.471	0.201	0.157	0
ASV_163	-4.21	14.969	0.928858960600444	1	NotSig	0.029	0.546	0.069	0	0.058	0	0	0.05	0	3.207	0.067	0	0	0
ASV_164	-1.4	13.563	0.340754470354665	0.679000329335616	NotSig	0.103	0.272	0.618	0	0	0	0	0	0	0.119	1.21	0.302	0	0
ASV_288	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_292	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_387	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_414	-2.286	12.521	0.129072605112147	0.54686152721668	NotSig	0.046	0.223	0.275	0	0	0	0	0	0.588	0	0.471	0	0.105	0.177
ASV_505	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_128	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_165	-22.231	14.783	0.175734335644225	0.54686152721668	NotSig	0	0.492	0	0	0	0	0	0	0	0	0.134	2.82	0	0
ASV_179	21.129	13.704	0.175734335644225	0.54686152721668	NotSig	0.229	0	0	0	0	0.042	1.335	0	0	0	0	0	0	0
ASV_184	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_471	21.089	12.547	0.0284406622664748	0.363306524436259	NotSig	0.223	0	0	0	0.058	0.581	0.598	0.101	0	0	0	0	0	0
ASV_542	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_563	-1.792	12.203	0.494156406817286	0.774482600658226	NotSig	0.057	0.198	0.069	0	0.174	0	0	0.101	0.415	0	0	0.302	0.471	0
ASV_653	1.657	12.635	0.32605752154511	0.679000329335616	NotSig	0.248	0.079	0.481	0	0.636	0.374	0	0	0	0.119	0	0	0	0.354
ASV_770	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1145	21.214	12.176	0.00962171958575914	0.363306524436259	NotSig	0.243	0	0	0.316	0.463	0.208	0.322	0.151	0	0	0	0	0	0
ASV_116	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_135	-2.362	12.957	0.531994838836298	0.824002436163653	NotSig	0.033	0.169	0	0	0	0	0.046	0.151	0.795	0.119	0	0.101	0	0
ASV_237	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_264	21.51	13.009	0.0740099699862347	0.428896801676326	NotSig	0.299	0	0.824	0.158	0.81	0	0	0	0	0	0	0	0	0
ASV_273	21.246	12.679	0.00962171958575914	0.363306524436259	NotSig	0.249	0	0	0.211	0.405	0.083	0.138	0.656	0	0	0	0	0	0
ASV_349	21.007	13.221	0.0740099699862347	0.428896801676326	NotSig	0.211	0	0	0.158	0	0.955	0	0.151	0	0	0	0	0	0
ASV_526	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_576	0.386	12.231	0.655306389505138	0.976792962022715	NotSig	0.132	0.101	0.481	0	0.174	0	0.138	0	0.449	0	0	0	0.157	0
ASV_655	-0.325	12.298	0.935736280642756	1	NotSig	0.146	0.183	0.137	0	0.463	0.042	0.184	0.05	0.173	0	0.067	0.504	0	0.354
ASV_659	21.21	12.741	0.00962171958575914	0.363306524436259	NotSig	0.243	0	0	0.685	0.174	0.166	0.23	0.202	0	0	0	0	0	0
ASV_690	21.172	12.547	0.0284406622664748	0.363306524436259	NotSig	0.236	0	0	0.579	0.116	0.125	0.598	0	0	0	0	0	0	0
ASV_71	-22.215	14.834	0.404656761927286	0.679000329335616	NotSig	0	0.487	0	0	0	0	0	0	0	0	0	2.92	0	0
ASV_79	21.663	14.282	0.404656761927286	0.679000329335616	NotSig	0.332	0	1.992	0	0	0	0	0	0	0	0	0	0	0
ASV_828	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_92	-21.553	13.853	0.175734335644225	0.54686152721668	NotSig	0	0.308	0	0	0	0	0	0	0	0	1.479	0	0.367	0
ASV_100	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_107	-21.221	13.84	0.404656761927286	0.679000329335616	NotSig	0	0.244	0	0	0	0	0	0	0	0	0	0	1.467	0
ASV_115	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_123	3.063	14.068	0.752553750197242	1	NotSig	0.286	0.034	1.717	0	0	0	0	0	0	0	0	0.101	0.105	0
ASV_177	20.886	13.505	0.404656761927286	0.679000329335616	NotSig	0.194	0	0	0	0	1.162	0	0	0	0	0	0	0	0
ASV_192	-0.342	13.298	0.213024477394567	0.629535022748123	NotSig	0.141	0.179	0.275	0	0.174	0.166	0.184	0.05	0.069	0	0	1.007	0	0
ASV_213	21.364	13.983	0.404656761927286	0.679000329335616	NotSig	0.27	0	0	0	1.619	0	0	0	0	0	0	0	0	0
ASV_215	21.05	13.016	0.0284406622664748	0.363306524436259	NotSig	0.217	0	0	0	0.116	0.208	0.828	0.151	0	0	0	0	0	0
ASV_216	20.899	13.452	0.175734335644225	0.54686152721668	NotSig	0.196	0	0	0.053	0	1.121	0	0	0	0	0	0	0	0
ASV_229	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_248	-3.285	12.618	0.0898233595612074	0.49175184865767	NotSig	0.023	0.223	0.137	0	0	0	0	0	0.415	0.119	0	0	0.629	0.177
ASV_289	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_314	-3.766	12.374	0.0167114445279955	0.363306524436259	NotSig	0.023	0.311	0.137	0	0	0	0	0	0.173	0.238	0.403	0	0.524	0.531
ASV_358	21.149	12.934	0.0284406622664748	0.363306524436259	NotSig	0.233	0	0	0.158	0.405	0	0.782	0.05	0	0	0	0	0	0
ASV_408	5.15	12.753	0.0608076790261674	0.428896801676326	NotSig	0.205	0.006	0	0.105	0.058	0.374	0.69	0	0.035	0	0	0	0	0
ASV_429	-1.407	14.021	0.924102310456697	1	NotSig	0.113	0.3	0	0	0.636	0.042	0	0	0	1.663	0.134	0	0	0
ASV_517	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_528	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_746	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_843	-2.259	12.563	0.0898233595612074	0.49175184865767	NotSig	0.046	0.219	0.275	0	0	0	0	0	0.277	0.119	0.605	0	0.314	0
ASV_93	-21.221	13.84	0.404656761927286	0.679000329335616	NotSig	0	0.244	0	0	0	0	0	0	0	0	0	0	1.467	0
ASV_1072	3.513	12.741	0.0608076790261674	0.428896801676326	NotSig	0.226	0.02	0.275	0.685	0	0.166	0.23	0	0	0.119	0	0	0	0
ASV_109	21.181	13.741	0.175734335644225	0.54686152721668	NotSig	0.238	0	0	1.369	0.058	0	0	0	0	0	0	0	0	0
ASV_142	21.302	13.82	0.175734335644225	0.54686152721668	NotSig	0.259	0	0	0.105	1.446	0	0	0	0	0	0	0	0	0
ASV_186	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_194	-20.808	13.077	0.175734335644225	0.54686152721668	NotSig	0	0.184	0	0	0	0	0	0	0.864	0.238	0	0	0	0
ASV_226	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_231	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_241	-4.156	13.134	1	1	NotSig	0.008	0.15	0	0	0	0	0	0.05	0.899	0	0	0	0	0
ASV_417	1.017	12.018	0.123962016699904	0.54686152721668	NotSig	0.14	0.069	0.275	0.053	0.231	0	0.23	0.05	0.415	0	0	0	0	0
ASV_752	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_819	16.227	8.846	0.404656761927286	0.679000329335616	NotSig	0.008	0	0	0	0	0	0.046	0	0	0	0	0	0	0
ASV_150	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_176	20.927	12.306	0.00962171958575914	0.363306524436259	NotSig	0.199	0	0	0.158	0.058	0.374	0.506	0.101	0	0	0	0	0	0
ASV_193	-20.964	12.893	0.0284406622664748	0.363306524436259	NotSig	0	0.205	0	0	0	0	0	0	0.76	0.238	0	0	0.052	0.177
ASV_232	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_234	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_275	21.16	12.983	0.0284406622664748	0.363306524436259	NotSig	0.234	0	0	0.316	0.81	0	0.23	0.05	0	0	0	0	0	0
ASV_333	1.292	12.431	0.454957853512115	0.72688362920569	NotSig	0.176	0.072	0.137	0.158	0	0.208	0.552	0	0	0	0	0.201	0.052	0.177
ASV_403	3.987	12.168	0.0600793575243554	0.428896801676326	NotSig	0.183	0.012	0.069	0.053	0.058	0.457	0.46	0	0.069	0	0	0	0	0
ASV_736	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_821	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_906	-21.36	13.481	0.175734335644225	0.54686152721668	NotSig	0	0.269	0	0	0	0	0	0	0	0	1.143	0	0.471	0
ASV_986	-21.632	13.281	0.0740099699862347	0.428896801676326	NotSig	0	0.325	0	0	0	0	0	0	0.069	0	0	0	0.995	0.885
ASV_996	-4.457	14.111	0.32605752154511	0.679000329335616	NotSig	0.018	0.396	0	0	0.058	0	0	0.05	0.242	0	0	0	0.367	1.77
ASV_104	-20.458	13.077	0.404656761927286	0.679000329335616	NotSig	0	0.144	0	0	0	0	0	0	0.864	0	0	0	0	0
ASV_1101	5.161	11.848	0.0167114445279955	0.363306524436259	NotSig	0.206	0.006	0	0.369	0.289	0.042	0.184	0.353	0.035	0	0	0	0	0
ASV_151	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_167	21.388	13.883	0.0740099699862347	0.428896801676326	NotSig	0.274	0	1.511	0.053	0	0.083	0	0	0	0	0	0	0	0
ASV_190	-2.627	12.755	0.461950454587791	0.72688362920569	NotSig	0.023	0.141	0.137	0	0	0	0	0	0.691	0	0	0	0.157	0
ASV_202	-21.058	13.677	0.404656761927286	0.679000329335616	NotSig	0	0.218	0	0	0	0	0	0	0	0	0	0	1.31	0
ASV_245	-0.819	13.111	0.797647872240932	1	NotSig	0.11	0.194	0.206	0.211	0.058	0	0.184	0	0.277	0	0	0	0	0.885
ASV_260	-1.487	13.799	0.924102310456697	1	NotSig	0.091	0.255	0	0	0	0	0.092	0.454	0	1.425	0	0	0.105	0
ASV_266	21.259	13.331	0.0284406622664748	0.363306524436259	NotSig	0.251	0	1.03	0.211	0.058	0.208	0	0	0	0	0	0	0	0
ASV_347	20.722	13.341	0.404656761927286	0.679000329335616	NotSig	0.173	0	0	0	0	1.038	0	0	0	0	0	0	0	0
ASV_416	-2.387	12.536	0.32605752154511	0.679000329335616	NotSig	0.038	0.2	0.137	0	0	0	0.092	0	0.449	0.594	0	0	0.157	0
ASV_439	-21.895	14.368	0.0740099699862347	0.428896801676326	NotSig	0	0.39	0	0	0	0	0	0	0	0	0.067	2.115	0.157	0
ASV_455	-4.522	14.374	0.10441457237433	0.54686152721668	NotSig	0.021	0.484	0.069	0	0.058	0	0	0	0.173	0.475	0.134	0	0	2.124
ASV_464	2.005	13.362	0.788821236902539	1	NotSig	0.198	0.049	0	1.053	0	0.042	0.092	0	0	0.119	0	0	0	0.177
ASV_502	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_794	-15.814	8.433	0.404656761927286	0.679000329335616	NotSig	0	0.006	0	0	0	0	0	0	0.035	0	0	0	0	0
ASV_83	-2.462	12.893	1	1	NotSig	0.023	0.127	0	0	0	0	0.138	0	0.76	0	0	0	0	0
ASV_88	-3.758	15.182	1	1	NotSig	0.046	0.619	0.275	0	0	0	0	0	0	0	0	0	0	3.717
ASV_901	-1.637	13.393	0.340754470354665	0.679000329335616	NotSig	0.069	0.214	0.412	0	0	0	0	0	0	0	1.076	0.101	0.105	0
ASV_1090	1.993	13.083	0.655306389505138	0.976792962022715	NotSig	0.186	0.047	0	0.158	0.868	0	0.092	0	0.104	0	0	0	0	0.177
ASV_1107	21.136	13.699	0.175734335644225	0.54686152721668	NotSig	0.23	0	0	0.053	1.33	0	0	0	0	0	0	0	0	0
ASV_120	-20.399	13.018	0.404656761927286	0.679000329335616	NotSig	0	0.138	0	0	0	0	0	0	0.83	0	0	0	0	0
ASV_156	-2.548	12.214	0.00812704263106845	0.363306524436259	NotSig	0.046	0.266	0.069	0	0.058	0	0.046	0.101	0.069	0.475	0.471	0.302	0.105	0.177
ASV_161	-5.132	13.111	0.182287175738893	0.54686152721668	NotSig	0.008	0.295	0	0	0	0	0	0.05	0.346	0	0.538	0	0	0.885
ASV_171	3.375	13.288	0.461950454587791	0.72688362920569	NotSig	0.205	0.02	0	1.001	0.231	0	0	0	0	0.119	0	0	0	0
ASV_203	0.36	12.883	0.788821236902539	1	NotSig	0.144	0.112	0.755	0	0.058	0	0	0.05	0	0	0	0.201	0.471	0
ASV_214	20.676	13.221	0.175734335644225	0.54686152721668	NotSig	0.168	0	0	0	0	0.955	0	0.05	0	0	0	0	0	0
ASV_219	20.812	13.431	0.404656761927286	0.679000329335616	NotSig	0.184	0	0	0	0	0	1.104	0	0	0	0	0	0	0
ASV_267	0.69	13.672	0.752553750197242	1	NotSig	0.217	0.135	1.305	0	0	0	0	0	0	0	0	0.101	0	0.708
ASV_402	-1.771	12.521	0.599265961982854	0.901174636500797	NotSig	0.039	0.132	0	0	0.231	0	0	0	0.588	0	0.202	0	0	0
ASV_518	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_543	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_649	20.964	12.846	0.0284406622664748	0.363306524436259	NotSig	0.205	0	0.275	0	0.116	0	0.736	0.101	0	0	0	0	0	0
ASV_667	1.06	12.346	0.441788161749779	0.72688362920569	NotSig	0.146	0.07	0	0.211	0.521	0	0.092	0.05	0.242	0	0	0	0	0.177
ASV_671	20.958	12.498	0.0284406622664748	0.363306524436259	NotSig	0.204	0	0	0	0.578	0.125	0.368	0.151	0	0	0	0	0	0
ASV_673	20.892	12.785	0.0284406622664748	0.363306524436259	NotSig	0.195	0	0	0	0.116	0.208	0.138	0.706	0	0	0	0	0	0
ASV_677	2.613	12.398	0.0600793575243554	0.428896801676326	NotSig	0.18	0.029	0.069	0	0.231	0.54	0.092	0.151	0	0	0	0	0	0.177
ASV_724	20.89	13.226	0.175734335644225	0.54686152721668	NotSig	0.194	0	0	0	0	0.208	0	0.958	0	0	0	0	0	0
ASV_743	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_898	0.395	12.799	0.280474973266675	0.679000329335616	NotSig	0.171	0.13	0.687	0.053	0.116	0.125	0.046	0	0	0.713	0.067	0	0	0
ASV_1129	0.957	12.374	0.123962016699904	0.54686152721668	NotSig	0.172	0.088	0.137	0.263	0.289	0.249	0.092	0	0	0	0	0	0	0.531
ASV_149	20.885	13.226	0.0740099699862347	0.428896801676326	NotSig	0.194	0	0	0.158	0	0	0.046	0.958	0	0	0	0	0	0
ASV_166	-4.069	13.492	1	1	NotSig	0.011	0.192	0.069	0	0	0	0	0	0	0	0	0	1.152	0
ASV_175	20.602	13.221	0.404656761927286	0.679000329335616	NotSig	0.159	0	0	0	0	0.955	0	0	0	0	0	0	0	0
ASV_182	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_209	20.945	13.564	0.404656761927286	0.679000329335616	NotSig	0.202	0	0	1.211	0	0	0	0	0	0	0	0	0	0
ASV_223	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_350	20.7	12.398	0.0284406622664748	0.363306524436259	NotSig	0.17	0	0	0.105	0	0.54	0.276	0.101	0	0	0	0	0	0
ASV_373	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_421	-2.062	12.134	0.252951122873848	0.679000329335616	NotSig	0.034	0.143	0.206	0	0	0	0	0	0.449	0	0.202	0	0.21	0
ASV_449	-1.51	12.355	0.361129976345835	0.679000329335616	NotSig	0.055	0.157	0.137	0	0	0	0.092	0.101	0.173	0	0.067	0	0.524	0.177
ASV_508	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_583	-0.458	11.618	0.933836066961275	1	NotSig	0.076	0.104	0	0.105	0.174	0.083	0.092	0	0.242	0	0.067	0	0.314	0
ASV_593	-1.541	13.214	0.463244705418096	0.727955965657007	NotSig	0.08	0.233	0.343	0	0	0.042	0.046	0.05	0.173	0.95	0	0.101	0	0.177
ASV_686	1.434	12.505	0.0873986289036978	0.49175184865767	NotSig	0.159	0.059	0	0.105	0.174	0.581	0.046	0.05	0	0	0	0	0	0.354
ASV_74	21.328	13.947	0.404656761927286	0.679000329335616	NotSig	0.263	0	1.58	0	0	0	0	0	0	0	0	0	0	0
ASV_782	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_991	-21.921	13.597	0.00962171958575914	0.363306524436259	NotSig	0	0.397	0	0	0	0	0	0	0.138	0.594	0.202	0	0.21	1.239
ASV_113	20.851	13.3	0.0740099699862347	0.428896801676326	NotSig	0.189	0	0.069	0	0.058	0	0	1.009	0	0	0	0	0	0
ASV_119	-20.366	12.755	0.0740099699862347	0.428896801676326	NotSig	0	0.135	0	0	0	0	0	0	0.691	0	0.067	0	0.052	0
ASV_122	21.264	13.883	0.404656761927286	0.679000329335616	NotSig	0.252	0	1.511	0	0	0	0	0	0	0	0	0	0	0
ASV_157	-3.402	12.826	1	1	NotSig	0.011	0.121	0.069	0	0	0	0	0	0.726	0	0	0	0	0
ASV_170	20.743	12.753	0.0284406622664748	0.363306524436259	NotSig	0.175	0	0	0.053	0.058	0	0.69	0.252	0	0	0	0	0	0
ASV_178	20.689	13.168	0.0740099699862347	0.428896801676326	NotSig	0.169	0	0	0.053	0	0.042	0.92	0	0	0	0	0	0	0
ASV_191	-1.22	12.521	0.599265961982854	0.901174636500797	NotSig	0.046	0.107	0.275	0	0	0	0	0	0.588	0	0	0	0.052	0
ASV_197	-21.204	13.715	0.175734335644225	0.54686152721668	NotSig	0	0.242	0	0	0	0	0	0	0	0	1.345	0	0.105	0
ASV_211	2.631	12.978	0.461950454587791	0.72688362920569	NotSig	0.183	0.029	0	0	0.289	0	0	0.807	0	0	0	0	0	0.177
ASV_233	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_343	20.605	12.945	0.0740099699862347	0.428896801676326	NotSig	0.16	0	0	0.053	0.116	0.789	0	0	0	0	0	0	0	0
ASV_345	4.175	13.568	1	1	NotSig	0.202	0.011	0	0	1.215	0	0	0	0	0	0.067	0	0	0
ASV_359	20.654	12.934	0.175734335644225	0.54686152721668	NotSig	0.165	0	0	0	0	0.208	0.782	0	0	0	0	0	0	0
ASV_377	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_589	-3.664	14.121	0.421671443406874	0.702588604161804	NotSig	0.031	0.397	0.137	0	0	0	0	0.05	0	1.781	0.067	0	0	0.531
ASV_599	-4.595	13.715	0.599265961982854	0.901174636500797	NotSig	0.01	0.233	0	0	0.058	0	0	0	0	0	1.345	0	0.052	0
ASV_607	-4.114	13.976	0.32605752154511	0.679000329335616	NotSig	0.017	0.298	0	0.053	0	0	0	0.05	0.069	0	0	1.611	0.105	0
ASV_704	20.72	13.168	0.175734335644225	0.54686152721668	NotSig	0.173	0	0	0	0.116	0	0.92	0	0	0	0	0	0	0
ASV_791	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_803	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1055	20.86	12.848	0.175734335644225	0.54686152721668	NotSig	0.19	0	0	0.737	0.405	0	0	0	0	0	0	0	0	0
ASV_126	20.612	13.168	0.175734335644225	0.54686152721668	NotSig	0.16	0	0	0	0	0.042	0.92	0	0	0	0	0	0	0
ASV_140	20.82	13.362	0.175734335644225	0.54686152721668	NotSig	0.185	0	0	1.053	0.058	0	0	0	0	0	0	0	0	0
ASV_196	1.753	13.124	0.86428018137428	1	NotSig	0.165	0.049	0.893	0	0	0	0.046	0.05	0.069	0	0.067	0	0.157	0
ASV_220	2.484	12.753	0.599265961982854	0.901174636500797	NotSig	0.129	0.023	0	0	0	0.083	0.69	0	0.138	0	0	0	0	0
ASV_283	20.764	12.885	0.0284406622664748	0.363306524436259	NotSig	0.178	0	0.069	0.105	0	0	0.138	0.756	0	0	0	0	0	0
ASV_293	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_342	20.743	12.362	0.0284406622664748	0.363306524436259	NotSig	0.176	0	0	0.527	0.058	0.166	0	0.303	0	0	0	0	0	0
ASV_363	2.154	12.168	0.0812622602542107	0.466374711024166	NotSig	0.157	0.035	0	0.158	0.231	0.042	0.46	0.05	0.035	0	0	0	0	0.177
ASV_368	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_372	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_388	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_398	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_400	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_448	-20.806	13.425	0.404656761927286	0.679000329335616	NotSig	0	0.183	0	0	0	0	0	0	0	0	0	0	1.1	0
ASV_496	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_778	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_787	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_815	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1028	-0.244	12.424	0.454957853512115	0.72688362920569	NotSig	0.108	0.128	0.549	0	0.058	0.042	0	0	0.138	0.119	0	0	0.157	0.354
ASV_1080	-0.165	11.799	1	1	NotSig	0.103	0.116	0	0	0.347	0.125	0.046	0.101	0.035	0.356	0.202	0.101	0	0
ASV_1124	20.641	12.306	0.0284406622664748	0.363306524436259	NotSig	0.163	0	0	0	0.231	0.042	0.506	0.202	0	0	0	0	0	0
ASV_1190	2.481	12.885	0.461950454587791	0.72688362920569	NotSig	0.165	0.029	0	0	0.231	0	0	0.756	0	0	0	0	0	0.177
ASV_210	20.614	12.21	0.0740099699862347	0.428896801676326	NotSig	0.161	0	0	0.474	0.116	0.374	0	0	0	0	0	0	0	0
ASV_246	-1.806	12.241	0.775029260163904	1	NotSig	0.031	0.107	0.137	0	0	0	0.046	0	0.484	0	0	0	0.157	0
ASV_254	-21.679	14.298	0.404656761927286	0.679000329335616	NotSig	0	0.336	0	0	0	0	0	0	0	0	0	2.014	0	0
ASV_277	20.497	12.505	0.0740099699862347	0.428896801676326	NotSig	0.148	0	0	0.105	0	0.581	0	0.202	0	0	0	0	0	0
ASV_305	-3.475	12.134	0.461950454587791	0.72688362920569	NotSig	0.011	0.127	0.069	0	0	0	0	0	0.449	0	0	0	0.314	0
ASV_366	2.423	13.148	0.599265961982854	0.901174636500797	NotSig	0.158	0.029	0	0	0	0.042	0	0.908	0	0	0	0	0	0.177
ASV_395	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
