OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
ASV_1149	-1.276	8.917	0.085237102205246	0.33288874013109	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.018	0.048	0.047	0.035	0.008	0	0	0.017	0.056	0.076	0.091	0	0.027	0.038
ASV_174	-0.725	10.151	0.0859534878418412	0.334146685007912	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Steroidobacter	Unassigned	0.069	0.132	0.112	0.113	0.062	0.016	0.03	0.084	0.158	0.133	0.091	0.118	0.106	0.182
ASV_1460	-1.466	8.065	0.0860495131605114	0.334146685007912	NotSig	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Unassigned	0.004	0.016	0	0.009	0	0.008	0.008	0	0.009	0.019	0.018	0.009	0	0.038
ASV_840	1.434	8.796	0.0869128193954097	0.334888663684369	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Unassigned	0.034	0.015	0.009	0.009	0.132	0.04	0.015	0	0.028	0.01	0.018	0.018	0.009	0.01
ASV_398	-0.925	9.476	0.0869677512614868	0.334888663684369	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.035	0.077	0.019	0.078	0.031	0.016	0.03	0.034	0.158	0.067	0.119	0.045	0.035	0.038
ASV_100	-0.779	11.041	0.0870735303213266	0.334888663684369	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Unassigned	0.14	0.269	0.205	0.295	0.031	0.048	0.076	0.185	0.399	0.19	0.247	0.209	0.204	0.365
ASV_731	1.288	9.001	0.0875045249765823	0.334888663684369	NotSig	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Unassigned	0.042	0.02	0.028	0.009	0.054	0.016	0.106	0.042	0.009	0.019	0.018	0.064	0.009	0
ASV_1413	-1.35	8.167	0.0875712493792342	0.334888663684369	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	0.006	0.019	0.009	0.009	0	0	0.008	0.008	0.037	0.019	0.009	0	0.009	0.038
ASV_99	0.622	10.96	0.0877147857192369	0.334888663684369	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	Unassigned	0.203	0.158	0.158	0.174	0.194	0.248	0.182	0.26	0.214	0.133	0.119	0.091	0.168	0.221
ASV_8	-0.728	14.174	0.0885381260785473	0.337087893421955	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unassigned	1.288	2.386	1.758	1.693	1.666	1.184	0.583	0.847	1.225	1.742	4.93	2.728	1.87	1.823
ASV_913	0.878	9.453	0.0891903130688423	0.338625060481426	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	0.063	0.04	0.056	0.043	0.054	0.08	0.053	0.092	0.065	0.01	0.082	0.018	0.018	0.048
ASV_109	0.701	11.078	0.0901104045474255	0.341168003883725	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Unassigned	0.224	0.163	0.214	0.156	0.263	0.192	0.273	0.243	0.084	0.076	0.164	0.182	0.177	0.297
ASV_1390	-1.646	7.954	0.0909722395569315	0.343476904476725	NotSig	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Unassigned	0.003	0.012	0	0.009	0.008	0	0	0	0.009	0.01	0.009	0.036	0.009	0
ASV_199	0.797	9.682	0.0914930556886865	0.344489046695248	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Novimethylophilus	Unassigned	0.075	0.05	0.074	0.052	0.085	0.048	0.114	0.075	0.037	0.038	0.064	0.036	0.097	0.029
ASV_843	0.707	10.625	0.0919158627290781	0.34512760578439	NotSig	Bacteria	Actinobacteria	Actinobacteria	Sporichthyales	Sporichthyaceae	Sporichthya	Unassigned	0.162	0.113	0.186	0.174	0.201	0.144	0.068	0.201	0.102	0.095	0.192	0.1	0.133	0.058
ASV_648	-1.173	8.56	0.0931611086518903	0.348842283221227	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Unassigned	0.011	0.031	0.037	0	0.015	0.016	0	0	0.028	0.019	0.009	0.045	0.044	0.038
ASV_1222	-1.446	8.209	0.0938303276911975	0.350385579844116	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Enhygromyxa	Unassigned	0.006	0.02	0.028	0	0.008	0	0	0	0.037	0.019	0	0.018	0.009	0.038
ASV_148	0.917	10.173	0.0957979265103617	0.355927636070075	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Roseateles	Unassigned	0.114	0.072	0.028	0.113	0.07	0.2	0.242	0.034	0.056	0.095	0.037	0.109	0.071	0.067
ASV_118	0.65	10.979	0.0960791660525568	0.355927636070075	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Unassigned	0.204	0.155	0.214	0.156	0.225	0.192	0.318	0.117	0.149	0.143	0.119	0.145	0.213	0.163
ASV_1212	-1.937	8.033	0.0961222523673315	0.355927636070075	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Unassigned	0.003	0.016	0.019	0	0	0	0	0	0	0	0.037	0.018	0	0.038
ASV_1458	-1.225	8.647	0.0963589858472911	0.355927636070075	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.013	0.036	0.009	0.035	0	0.016	0	0.017	0.093	0.057	0.027	0.009	0.009	0.019
ASV_1259	-1.225	8.982	0.100943934258164	0.371855628091561	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Unassigned	0.018	0.052	0.028	0.009	0	0.048	0.008	0.017	0.139	0.057	0.009	0.009	0.08	0.019
ASV_652	0.959	8.809	0.101357502195234	0.372304142633167	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Parviterribacteraceae	Parviterribacter	Unassigned	0.034	0.02	0.009	0.069	0.015	0.048	0.03	0.034	0.019	0.019	0.009	0.018	0.018	0.038
ASV_1083	-1.127	8.524	0.101673851331365	0.372304142633167	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	Unassigned	0.011	0.029	0	0.026	0	0.032	0	0.008	0.028	0.057	0.018	0.018	0.027	0.029
ASV_254	0.679	9.685	0.101885139546714	0.372304142633167	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unassigned	0.075	0.054	0.093	0.069	0.039	0.072	0.083	0.092	0.056	0.038	0.037	0.064	0.053	0.077
ASV_586	-1.089	9.109	0.102491678283543	0.373519137701787	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Unassigned	0.023	0.057	0.065	0.009	0	0.024	0	0.042	0.13	0.038	0.046	0.036	0.062	0.029
ASV_193	-1	9.79	0.103313065270708	0.375508554570602	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned	0.042	0.106	0.047	0	0.054	0.112	0.015	0.025	0.167	0.076	0.1	0.055	0.027	0.211
ASV_93	-1.099	11.5	0.103838598478429	0.376414919484306	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned	0.151	0.401	0.112	0.043	0.093	0.088	0.477	0.092	0.195	1.199	0.046	0.236	0.594	0.134
ASV_1034	1.156	8.411	0.104920015612455	0.37864604025651	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.023	0.011	0.037	0.043	0	0.032	0.008	0.017	0	0.01	0.009	0.009	0.009	0.029
ASV_1506	-0.974	8.931	0.105009686879648	0.37864604025651	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Cohnella	Unassigned	0.019	0.047	0.028	0.017	0.008	0.04	0.015	0.008	0.074	0.067	0.009	0.018	0.044	0.067
ASV_1229	-1.249	8.134	0.105424291948692	0.379138020913105	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	0.006	0.017	0	0.017	0	0.008	0	0.008	0.037	0.01	0.018	0.009	0.018	0.01
ASV_518	-1.009	9.133	0.106560599174232	0.382216043880204	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	0.024	0.056	0.037	0.026	0.023	0.032	0.008	0.017	0.074	0.019	0.073	0.018	0.133	0.019
ASV_960	-1.244	8.469	0.106950954020849	0.382418505645847	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Unassigned	0.01	0.028	0	0.035	0	0	0.023	0	0.019	0.048	0.027	0.018	0.044	0.01
ASV_1187	-1.328	8.028	0.107178187202284	0.382418505645847	NotSig	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	0.004	0.014	0	0.009	0	0.016	0	0	0.009	0.019	0.009	0.018	0.009	0.019
ASV_1045	1.183	8.429	0.109439315952187	0.389452685663725	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	0.022	0.011	0.028	0.009	0.031	0.024	0.038	0	0	0.019	0	0.018	0.009	0.019
ASV_183	0.763	10.349	0.110350092872448	0.389452685663725	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	0.13	0.091	0.13	0.035	0.124	0.104	0.121	0.268	0.084	0.029	0.1	0.082	0.124	0.125
ASV_1061	1.58	8.081	0.110393184549841	0.389452685663725	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unassigned	0.013	0.005	0	0.009	0.015	0.008	0.045	0	0	0	0.009	0.009	0	0.01
ASV_719	2.055	8.652	0.111029878078395	0.389452685663725	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unassigned	0.031	0.009	0	0	0.178	0	0.008	0	0	0.019	0	0	0.018	0.019
ASV_735	-1.849	7.559	0.111257928780602	0.389452685663725	NotSig	Bacteria	Chloroflexi	Chloroflexia	Unassigned	Unassigned	Unassigned	Unassigned	0	0.003	0	0	0	0	0	0	0	0.01	0	0	0	0.01
ASV_902	1.082	8.548	0.1115034218679	0.389452685663725	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Unassigned	0.026	0.014	0.009	0.069	0.023	0.016	0.015	0.025	0.028	0	0	0.009	0.018	0.029
ASV_759	1.371	8.389	0.11173402181454	0.389452685663725	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Unassigned	0.022	0.009	0.009	0	0	0.064	0.008	0.05	0.009	0.01	0.009	0.009	0.009	0.01
ASV_755	-1.193	8.245	0.111845873213207	0.389452685663725	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Kribbellaceae	Kribbella	Unassigned	0.007	0.02	0.009	0.017	0.015	0	0	0	0.019	0.01	0.018	0.009	0.044	0.019
ASV_262	-1.183	9.773	0.112202754702161	0.389452685663725	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unassigned	0.041	0.1	0.037	0.104	0.054	0.024	0.015	0.008	0.019	0.019	0.402	0.045	0.08	0.038
ASV_1244	-0.975	8.802	0.112259915070789	0.389452685663725	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.016	0.038	0.009	0.017	0.023	0.008	0.015	0.025	0.019	0.029	0.082	0.045	0.035	0.019
ASV_442	-0.983	8.882	0.112292667253004	0.389452685663725	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Unassigned	0.018	0.043	0.037	0	0.031	0.024	0	0.017	0.056	0.038	0.064	0.018	0.053	0.029
ASV_1162	0.928	8.924	0.113451587189167	0.391254668540005	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unassigned	0.039	0.023	0.047	0.061	0.031	0	0.038	0.059	0.037	0.019	0.009	0.027	0.018	0.029
ASV_341	-0.829	9.347	0.113668881610507	0.391254668540005	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unassigned	0.033	0.067	0.056	0.052	0.023	0.048	0.008	0.008	0.074	0.105	0.082	0.036	0.044	0.058
ASV_642	0.971	8.828	0.113673403332239	0.391254668540005	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas	Unassigned	0.034	0.02	0.028	0.026	0.062	0.008	0.023	0.059	0.019	0.01	0.027	0.027	0.009	0.029
ASV_351	1.249	9.4	0.11485762812106	0.394334879418147	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas	Unassigned	0.062	0.033	0.065	0.026	0.248	0.016	0.008	0.008	0.037	0.048	0.027	0.009	0.009	0.067
ASV_276	0.79	9.531	0.115177194001668	0.394438480965512	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Unassigned	0.068	0.044	0.084	0.113	0.023	0.064	0.068	0.059	0.065	0.029	0.091	0.018	0.044	0.019
ASV_493	-0.911	8.838	0.116196516349371	0.396931959358878	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unassigned	0.018	0.04	0.028	0.035	0.023	0.008	0.008	0.008	0.028	0.057	0.018	0.055	0.053	0.029
ASV_558	-1.945	8.034	0.117194153778309	0.399339078999588	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unassigned	0.003	0.015	0.019	0	0	0	0	0	0.019	0.01	0.064	0	0	0
ASV_829	-0.976	8.71	0.118073951868115	0.400633457191503	NotSig	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unassigned	0.016	0.036	0.009	0.052	0.015	0.008	0	0.008	0.028	0.038	0.037	0.036	0.018	0.058
ASV_1261	-1.672	7.958	0.118161885393239	0.400633457191503	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	Unassigned	0.003	0.012	0	0	0	0.008	0	0.008	0	0.029	0.018	0.027	0	0
ASV_208	0.658	10.054	0.118474709481211	0.400697342488561	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unassigned	0.101	0.074	0.121	0.087	0.101	0.128	0.076	0.092	0.084	0.133	0.046	0.082	0.071	0.029
ASV_162	-0.753	10.387	0.119439521361569	0.40296056340549	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Steroidobacter	Unassigned	0.084	0.162	0.13	0.174	0.077	0.032	0.015	0.075	0.26	0.086	0.173	0.073	0.133	0.249
ASV_1190	-1.182	8.343	0.120222354996251	0.403659993479929	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0.008	0.023	0	0.026	0	0	0.008	0.017	0.009	0.019	0.027	0.018	0.009	0.058
ASV_1424	-1.98	7.826	0.120239146994022	0.403659993479929	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix	Unassigned	0.002	0.009	0.009	0	0	0	0	0	0	0	0.018	0.036	0	0
ASV_1168	-0.972	8.472	0.120979612548553	0.405147940795279	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	0.011	0.026	0.009	0.026	0	0.008	0.015	0.008	0.028	0.019	0.018	0.045	0.027	0.019
ASV_75	0.76	11.41	0.121853949183475	0.40707581553205	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.286	0.202	0.13	0.234	0.38	0.256	0.424	0.294	0.084	0.2	0.237	0.082	0.487	0.125
ASV_1148	-1.706	7.973	0.123390635704878	0.411201556150974	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Gp17	Unassigned	0.003	0.014	0.009	0	0	0	0.008	0	0.056	0	0.009	0	0	0.019
ASV_1479	1.049	8.485	0.123840714006573	0.411694861441363	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.024	0.012	0.037	0.035	0.008	0.032	0.015	0.017	0	0.019	0.009	0.036	0.009	0
ASV_120	-0.632	10.624	0.125634068472587	0.415666490079269	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.104	0.189	0.14	0.13	0.124	0.072	0.03	0.126	0.232	0.19	0.128	0.1	0.168	0.317
ASV_975	-1.074	8.325	0.125763099868982	0.415666490079269	NotSig	Bacteria	Bacteroidetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.022	0.019	0	0.008	0.016	0	0.008	0.028	0.019	0.037	0.027	0.009	0.01
ASV_1353	0.993	8.447	0.126098240579434	0.415666490079269	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	Unassigned	0.022	0.012	0.009	0.043	0.031	0.016	0.015	0.017	0	0.019	0.009	0.009	0.009	0.029
ASV_311	0.913	9.649	0.126785028392327	0.415666490079269	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Unassigned	0.072	0.046	0.037	0.052	0.217	0.048	0.045	0.034	0.019	0.067	0.027	0.073	0.035	0.058
ASV_633	-0.902	9.01	0.126798294123637	0.415666490079269	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0.023	0.05	0.028	0.043	0.008	0.024	0	0.034	0.074	0.048	0.018	0.036	0.027	0.096
ASV_418	-0.874	9.105	0.126957047865354	0.415666490079269	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Unassigned	Unassigned	0.025	0.054	0.019	0.069	0.008	0.008	0.023	0.025	0.084	0.057	0.018	0.036	0.08	0.048
ASV_582	-1.104	8.617	0.127170158740319	0.415666490079269	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.013	0.032	0.028	0.009	0.008	0.024	0.008	0	0.056	0.01	0.055	0.045	0	0.029
ASV_530	-1.011	9.103	0.127996835461165	0.416136258202965	NotSig	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Unassigned	0.024	0.056	0	0.087	0.015	0.016	0	0.025	0.084	0.076	0.027	0.036	0.027	0.086
ASV_1374	-1.148	8.338	0.128519520801896	0.416136258202965	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Uliginosibacterium	Unassigned	0.009	0.023	0.019	0.017	0.008	0.008	0	0	0.046	0.019	0.018	0.009	0	0.048
ASV_347	0.649	10.624	0.128863146728264	0.416136258202965	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unassigned	0.158	0.119	0.149	0.104	0.155	0.088	0.151	0.302	0.102	0.181	0.055	0.091	0.151	0.134
ASV_1488	-1.454	7.903	0.128921038554737	0.416136258202965	NotSig	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	0.003	0.011	0	0.009	0	0.008	0	0	0.019	0	0.018	0.018	0	0.01
ASV_1378	-1.311	8.018	0.129018830865424	0.416136258202965	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Neobacillus	Unassigned	0.004	0.014	0.009	0.009	0	0.008	0	0	0.019	0.01	0.009	0	0.009	0.038
ASV_255	0.871	9.724	0.129156608741673	0.416136258202965	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter	Unassigned	0.078	0.053	0.019	0.043	0.101	0.184	0.061	0.059	0.102	0.048	0.009	0.036	0.035	0.086
ASV_584	1	9.073	0.129451044371282	0.416136258202965	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Novosphingobium	Unassigned	0.046	0.026	0.037	0.026	0.039	0.024	0.023	0.126	0.019	0.067	0.009	0	0.035	0.029
ASV_883	-1.315	8.026	0.130233745533715	0.416391470404736	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Unassigned	Unassigned	0.004	0.014	0.009	0	0	0.016	0	0	0.028	0.01	0.018	0.009	0	0.019
ASV_340	0.883	9.437	0.130372121868824	0.416391470404736	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.061	0.039	0.056	0.078	0.116	0.016	0.076	0.025	0.009	0.048	0.018	0.073	0.035	0.048
ASV_55	0.576	12.055	0.130446924330757	0.416391470404736	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	Unassigned	0.464	0.357	0.437	0.894	0.302	0.248	0.469	0.436	0.464	0.466	0.164	0.382	0.284	0.384
ASV_811	-1.101	8.215	0.131294775192446	0.417358675687855	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unassigned	0.007	0.018	0	0.017	0	0.016	0	0.008	0.009	0.01	0.018	0.027	0.027	0.019
ASV_624	-0.96	8.705	0.131828142474942	0.417358675687855	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Rhizocola	Unassigned	0.016	0.036	0.019	0.035	0	0.024	0.008	0.008	0.019	0.029	0.046	0.009	0.035	0.077
ASV_88	1.034	11.44	0.132232260321742	0.417358675687855	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unassigned	Unassigned	0.344	0.182	0.307	0.425	0.054	0.048	0.015	1.216	0.13	0.152	0.119	0.309	0.124	0.259
ASV_266	-0.634	10.653	0.132234709165069	0.417358675687855	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	0.107	0.194	0.177	0.139	0.07	0.024	0.098	0.134	0.269	0.152	0.146	0.118	0.168	0.307
ASV_1459	1.067	9.025	0.13228095957238	0.417358675687855	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned	0.044	0.025	0.037	0.017	0.023	0.024	0.03	0.134	0.074	0.01	0	0.018	0.035	0.01
ASV_1263	-1.245	8.38	0.133898760132309	0.420554590629262	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Unassigned	0.008	0.024	0	0.009	0.015	0.008	0	0.017	0.028	0	0	0.045	0.053	0.019
ASV_403	0.99	9.404	0.133910999510712	0.420554590629262	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unassigned	0.06	0.036	0.028	0.026	0.031	0.056	0.121	0.101	0.028	0.095	0.009	0.055	0.027	0
ASV_1158	-1.244	8.143	0.134815360745175	0.42217025568034	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	0.006	0.017	0.009	0	0.008	0	0	0.017	0.009	0.01	0	0.027	0.018	0.038
ASV_409	1.016	9.34	0.135044924047416	0.42217025568034	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.058	0.034	0.047	0.052	0	0.032	0.159	0.059	0.056	0.076	0.009	0.018	0.027	0.019
ASV_128	0.583	10.727	0.135552187764825	0.422786343074272	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	0.171	0.131	0.233	0.156	0.101	0.224	0.114	0.201	0.084	0.114	0.183	0.109	0.106	0.192
ASV_675	-1.611	8.233	0.13678337528195	0.424744144028407	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Unassigned	0.006	0.022	0	0.035	0	0	0	0	0.056	0	0.037	0.009	0	0.029
ASV_556	0.968	9.565	0.136803139566009	0.424744144028407	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Unassigned	0.069	0.044	0.065	0.026	0.147	0.128	0.038	0.008	0.065	0.048	0	0.045	0.027	0.077
ASV_1164	1.088	8.297	0.137802406011707	0.426874271349901	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	0.018	0.009	0.019	0.009	0.031	0.008	0.008	0.034	0.009	0.019	0	0.018	0	0.01
ASV_330	0.743	9.436	0.139557722168475	0.431331463300752	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.062	0.042	0.102	0.061	0.015	0.104	0.045	0.042	0.037	0.048	0.064	0.027	0.035	0.038
ASV_293	1.284	9.476	0.140339771936878	0.432767215271414	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.069	0.032	0.028	0.087	0.201	0	0	0.101	0	0.019	0.018	0.091	0.018	0.048
ASV_318	-0.753	9.596	0.141266173450732	0.434640619443222	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ancalomicrobiaceae	Prosthecomicrobium	Unassigned	0.042	0.082	0.028	0.095	0.07	0.024	0.015	0.017	0.102	0.095	0.119	0.045	0.071	0.058
ASV_328	1.133	9.702	0.142903327281662	0.437635735413125	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Unassigned	0.082	0.045	0.186	0.009	0.248	0.024	0.008	0.017	0.009	0.029	0.037	0.036	0.053	0.106
ASV_343	-0.78	9.364	0.143112127602893	0.437635735413125	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.034	0.068	0.056	0.052	0.023	0.032	0	0.042	0.093	0.029	0.073	0.027	0.071	0.115
