Class	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Caenimonas	3	2	3	4	0	7	0	1	1	3	4	2	1	1	1	2	1	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia	2	2	0	2	0	7	4	0	3	3	8	3	1	1	4	3	2	3
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga	50	27	39	58	155	61	27	41	35	75	72	38	35	31	49	55	35	44
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ideonella	68	41	53	77	90	109	64	44	81	114	67	46	69	84	78	61	57	66
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Inhella	6	3	11	11	3	10	5	1	6	3	9	8	10	7	4	5	8	8
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Kinneretia	354	288	349	395	554	439	149	127	218	196	229	163	244	299	205	266	253	212
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas	1121	783	1316	1230	1679	1139	513	374	651	734	618	517	753	919	594	698	792	762
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Piscinibacter	203	235	266	284	350	273	193	156	237	258	267	201	267	409	345	363	282	271
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Polaromonas	23	18	34	24	36	29	9	8	18	20	20	31	22	22	20	22	24	10
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pseudorhodoferax	2	0	0	0	2	1	2	1	1	1	0	0	16	0	0	2	1	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter	26	24	23	15	23	25	20	23	19	14	15	31	10	16	15	19	12	10
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhizobacter	749	339	574	570	1082	508	449	396	523	596	544	382	715	1132	587	631	835	592
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Roseateles	6	14	11	28	55	6	13	13	21	16	44	10	40	11	36	17	33	28
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Schlegelella	4	4	12	9	7	9	9	4	6	1	13	9	3	12	7	11	1	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Unassigned	32	23	107	37	81	45	40	20	31	21	26	16	23	59	24	17	36	38
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax	117	98	91	106	129	138	88	79	95	75	101	99	75	103	121	228	124	116
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Xenophilus	27	16	15	10	14	33	11	9	19	28	20	28	13	16	14	9	38	8
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Xylophilus	15	5	3	1	6	3	6	3	9	7	6	14	8	4	4	14	6	9
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Duganella	35	16	25	36	25	24	15	7	32	14	6	6	49	20	13	16	35	9
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum	4	3	1	6	6	10	6	1	5	5	5	0	0	18	1	2	20	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herminiimonas	94	59	66	109	120	149	18	16	48	24	48	48	50	53	36	55	62	46
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia	235	179	192	365	275	423	84	65	152	94	153	270	163	188	143	123	211	138
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Noviherbaspirillum	145	191	157	167	386	182	297	216	125	232	174	89	242	255	265	227	151	274
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Paraherbaspirillum	18	3	3	8	33	10	1	0	3	2	1	5	6	6	5	6	10	5
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Pseudoduganella	158	80	78	236	179	266	53	43	239	161	98	106	246	422	102	146	152	109
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Unassigned	55	32	37	45	57	57	63	42	31	51	33	26	60	41	47	29	32	69
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Undibacterium	40	25	44	83	40	72	12	7	16	14	16	17	18	23	15	28	25	20
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned|Unassigned	10	7	3	1	5	6	9	6	10	7	10	12	11	2	8	9	6	14
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Unassigned	24	14	16	13	9	15	30	11	7	29	27	25	9	12	28	17	13	20
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylobacillus	9	22	8	8	13	19	8	7	12	20	4	5	16	7	35	16	19	12
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylophilus	1	0	0	2	2	3	1	1	4	0	4	1	2	3	5	3	0	1
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylotenera	1	1	1	3	0	7	3	0	0	1	4	2	0	1	0	1	1	1
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylovorus	1	2	1	0	5	1	1	2	3	0	2	2	1	0	2	0	0	1
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Novimethylophilus	11	6	13	11	18	12	5	6	9	7	13	4	13	22	9	10	11	11
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Pseudomethylobacillus	3	15	0	0	21	25	2	22	3	4	3	2	2	15	14	6	1	3
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Thiobacillaceae|Thiobacillus	1	2	0	2	0	1	0	1	0	0	1	3	1	2	1	2	0	5
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Unassigned|Unassigned	8	16	26	6	2	8	19	12	14	6	20	19	9	3	12	5	13	13
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Uliginosibacterium	12	13	4	8	6	17	19	7	15	9	12	15	8	15	13	9	4	8
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned|Unassigned	1	4	4	3	4	5	7	2	6	4	3	6	4	0	2	4	2	7
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio	14	17	13	14	27	17	9	11	13	11	13	7	10	18	9	9	4	10
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Unassigned|Unassigned	0	0	2	1	2	1	7	1	1	0	0	1	0	2	1	1	2	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Unassigned|Unassigned	1	1	1	0	4	1	2	2	1	3	2	0	2	1	3	2	2	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas	5	13	27	46	52	15	30	20	16	28	29	16	37	59	28	29	27	23
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Unassigned	2	8	1	1	3	3	9	6	2	4	9	5	2	2	5	3	6	2
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter	34	50	26	7	6	124	43	22	28	63	26	33	92	13	35	35	25	39
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geomonas	8	3	5	8	4	6	10	3	6	7	9	6	4	8	5	4	0	3
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Unassigned	7	12	10	7	12	8	19	9	6	9	10	11	11	14	22	10	9	8
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Unassigned|Unassigned	4	6	6	3	1	3	8	4	5	1	10	5	3	2	5	7	6	14
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Cystobacter	6	4	0	0	0	0	3	3	1	15	1	0	0	0	1	3	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Hyalangium	10	6	7	3	4	6	6	13	7	4	5	13	6	5	4	8	2	9
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Unassigned	4	4	1	2	1	4	9	11	3	5	8	7	2	3	8	3	4	8
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Vitiosangium	1	1	0	1	1	0	2	1	3	1	1	1	2	1	5	4	1	2
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangium	31	45	11	20	18	38	68	43	44	44	56	62	49	31	52	34	38	46
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Kofleriaceae|Kofleria	23	10	10	12	17	9	18	12	20	21	21	22	24	15	30	16	15	27
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Labilitrichaceae|Labilithrix	10	19	11	12	8	6	15	6	14	8	12	17	11	11	18	10	11	17
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Pyxidicoccus	0	5	1	1	2	0	2	1	1	0	3	4	1	3	0	0	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Enhygromyxa	3	0	1	0	0	0	4	2	0	2	1	4	0	1	0	1	2	1
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Nannocystis	14	9	9	16	21	16	12	7	15	13	15	11	23	22	16	15	28	13
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Unassigned	21	15	19	18	15	27	20	12	25	19	31	27	29	37	52	40	44	34
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Byssovorax	51	108	68	33	63	57	56	53	27	44	35	48	36	14	31	15	45	34
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Chondromyces	19	18	7	27	9	17	28	9	13	17	31	17	15	21	35	17	15	22
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Polyangium	5	5	3	6	0	10	9	3	5	5	3	3	4	4	4	6	3	1
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Racemicystis	24	3	6	1	11	5	7	38	2	31	12	9	1	8	4	0	5	4
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium	35	16	23	37	20	17	52	13	30	32	31	38	21	21	23	26	29	23
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Unassigned	70	88	45	39	31	183	81	53	33	65	67	76	50	31	93	54	44	47
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceae|Sandaracinus	32	21	34	27	43	22	26	17	22	24	34	26	28	40	27	37	30	31
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Unassigned|Unassigned	24	14	9	24	6	14	30	23	19	31	17	31	22	17	13	12	33	23
Bacteria|Proteobacteria|Deltaproteobacteria|Syntrophobacterales|Syntrophobacteraceae|Syntrophobacter	2	0	2	1	0	0	1	2	0	3	1	2	0	1	3	1	1	1
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned|Unassigned	66	70	38	44	35	80	67	44	40	56	58	73	42	45	74	31	43	85
Bacteria|Proteobacteria|Gammaproteobacteria|Acidiferrobacterales|Acidiferrobacteraceae|Sulfurifustis	2	2	1	0	0	0	3	6	1	4	4	2	0	1	5	7	0	2
Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio	13	3	7	6	5	3	12	30	69	42	5	4	34	10	8	5	4	10
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Unassigned	14	9	18	11	8	8	11	12	11	6	7	18	5	8	6	5	7	19
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Unassigned|Unassigned	2	1	5	9	7	2	0	5	2	4	4	3	6	4	5	7	6	6
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea	0	0	1	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Acidibacter	129	126	133	105	133	119	217	129	127	140	174	177	123	140	217	164	161	212
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Thiohalorhabdus	9	4	5	5	7	5	3	8	4	5	3	7	6	7	5	3	3	8
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Unassigned	11	5	7	5	6	1	11	4	7	8	7	15	10	9	12	8	4	10
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Nevskiaceae|Unassigned	6	4	2	4	2	3	4	3	1	1	6	5	4	3	4	6	4	5
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae|Povalibacter	24	22	51	19	10	19	54	23	26	20	35	31	20	51	27	39	33	41
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae|Steroidobacter	354	361	261	288	151	295	470	311	375	305	409	418	301	348	447	427	334	481
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae|Unassigned	7	7	2	5	0	8	7	10	9	3	10	9	3	3	12	11	4	8
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Unassigned|Unassigned	1	0	3	0	1	2	4	3	1	2	2	2	1	0	5	1	2	1
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Permianibacter	8	4	7	6	29	7	7	6	14	16	10	11	20	13	12	14	8	11
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	38	29	29	36	157	39	91	239	43	240	140	214	17	24	52	30	118	66
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned|Unassigned	15	15	15	20	29	15	22	14	15	22	19	11	29	26	17	15	23	21
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Dokdonella	5	5	7	4	5	5	4	8	2	0	6	3	9	5	9	4	7	16
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Dyella	7	6	7	8	15	15	6	5	21	6	2	6	16	10	6	4	12	5
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Tahibacter	2	5	13	23	8	7	11	5	1	4	4	9	4	15	10	7	6	8
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas	22	14	51	35	56	26	22	15	19	17	61	19	16	19	34	22	35	38
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Coralloluteibacterium	1	3	1	3	0	0	2	2	1	1	4	2	0	3	2	1	1	4
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter	116	105	165	188	169	154	83	91	138	111	162	141	109	158	111	188	162	185
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Mizugakiibacter	4	4	0	2	9	5	7	4	0	4	3	4	0	1	6	20	1	6
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas	59	33	36	59	77	139	37	46	44	54	107	62	40	29	77	40	37	48
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Silanimonas	3	3	8	1	3	7	2	1	3	3	1	3	2	7	2	5	1	2
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Unassigned	5	5	1	4	5	8	5	4	2	2	8	6	5	6	4	3	4	2
Bacteria|Proteobacteria|Oligoflexia|Bacteriovoracales|Bacteriovoracaceae|Bacteriovorax	1	0	2	1	5	2	3	1	3	1	0	0	3	3	1	4	2	2
Bacteria|Proteobacteria|Oligoflexia|Bacteriovoracales|Bacteriovoracaceae|Peredibacter	8	16	36	21	68	26	15	20	12	35	26	8	25	68	15	17	35	9
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	40	50	10	27	40	50	43	31	29	25	18	26	81	29	32	22	42	41
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Leptospiraceae|Turneriella	6	2	11	11	15	10	10	10	11	20	16	7	11	15	13	16	7	20
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Marispirochaeta	1	1	1	2	1	0	2	3	3	3	2	3	0	6	2	3	0	4
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	50	76	68	62	65	59	58	59	62	41	48	51	57	62	64	53	73	50
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Lacunisphaera	0	1	1	0	2	0	1	1	2	5	6	7	4	3	5	3	2	1
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Opitutus	1	0	0	0	0	0	0	2	2	1	1	9	2	1	4	3	0	2
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Unassigned	0	0	1	2	1	3	2	0	7	3	10	8	9	6	7	3	5	3
Bacteria|Verrucomicrobia|Spartobacteria|Unassigned|Unassigned|Spartobacteria_genera_incertae_sedis	3	1	3	0	2	2	13	3	7	1	5	8	4	2	3	8	2	3
Bacteria|Verrucomicrobia|Subdivision3|Unassigned|Unassigned|Subdivision3_genera_incertae_sedis	7	3	5	1	2	5	4	4	7	6	8	4	3	2	8	4	1	4
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae|Luteolibacter	0	0	3	0	1	1	2	2	7	1	8	7	3	6	1	3	3	1
