OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6	KEGG_Pathways
Fc epsilon RI signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Immune System; Fc epsilon RI signaling pathway
Fc gamma R-mediated phagocytosis	69.0	104.0	91.0	66.0	40.0	66.0	66.0	73.0	58.0	58.0	44.0	75.0	75.0	43.0	141.0	69.0	62.0	63.0	Organismal Systems; Immune System; Fc gamma R-mediated phagocytosis
Flagellar assembly	365909.0	298628.0	388337.0	395311.0	492124.0	416123.0	304632.0	281128.0	316103.0	318612.0	338177.0	307098.0	350433.0	432971.0	357853.0	364606.0	382117.0	359034.0	Cellular Processes; Cell Motility; Flagellar assembly
Flavone and flavonol biosynthesis	698.0	822.0	875.0	895.0	1039.0	1020.0	961.0	984.0	729.0	742.0	825.0	950.0	789.0	776.0	820.0	747.0	889.0	803.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Flavone and flavonol biosynthesis
Flavonoid biosynthesis	8607.0	11334.0	9719.0	8808.0	7371.0	9806.0	12604.0	11521.0	11297.0	9649.0	11356.0	12516.0	12049.0	11213.0	12532.0	11147.0	12196.0	10671.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Flavonoid biosynthesis
Fluorobenzoate degradation	36149.0	37078.0	43236.0	40666.0	45862.0	41259.0	34267.0	32911.0	32497.0	33172.0	37032.0	34583.0	38066.0	41883.0	38514.0	39519.0	42036.0	38418.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Fluorobenzoate degradation
Focal adhesion	144.0	155.0	110.0	75.0	73.0	106.0	193.0	133.0	173.0	121.0	139.0	171.0	144.0	104.0	162.0	117.0	128.0	159.0	Cellular Processes; Cell Communication; Focal adhesion
Folate biosynthesis	205019.0	197750.0	229846.0	220026.0	250738.0	225227.0	196778.0	189311.0	201422.0	195245.0	208879.0	196735.0	222712.0	251702.0	225273.0	224765.0	238957.0	221288.0	Metabolism; Metabolism of Cofactors and Vitamins; Folate biosynthesis
Fructose and mannose metabolism	236196.0	240621.0	272781.0	258505.0	288824.0	258594.0	233761.0	229741.0	237006.0	227649.0	248788.0	234399.0	263933.0	290978.0	265736.0	264949.0	283336.0	258092.0	Metabolism; Carbohydrate Metabolism; Fructose and mannose metabolism
Function unknown	820922.0	753725.0	899105.0	879927.0	1038316.0	900944.0	737815.0	705910.0	776159.0	764066.0	805446.0	739233.0	863300.0	997936.0	861838.0	874902.0	935093.0	854147.0	Unclassified; Poorly Characterized; Function unknown
G protein-coupled receptors	6.0	20.0	8.0	10.0	4.0	13.0	18.0	22.0	17.0	9.0	35.0	26.0	16.0	10.0	14.0	16.0	27.0	10.0	Environmental Information Processing; Signaling Molecules and Interaction; G protein-coupled receptors
GTP-binding proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signaling Molecules and Interaction; GTP-binding proteins
Galactose metabolism	138224.0	155840.0	161654.0	156433.0	156959.0	156394.0	141464.0	142177.0	149198.0	136546.0	149084.0	144118.0	160033.0	165596.0	160059.0	161332.0	171555.0	156288.0	Metabolism; Carbohydrate Metabolism; Galactose metabolism
Gastric acid secretion	9.0	10.0	9.0	7.0	13.0	16.0	7.0	8.0	10.0	6.0	14.0	8.0	7.0	8.0	10.0	11.0	13.0	9.0	Organismal Systems; Digestive System; Gastric acid secretion
General function prediction only	1695742.0	1683357.0	1909523.0	1841457.0	2077346.0	1872006.0	1616585.0	1578985.0	1678208.0	1616756.0	1731299.0	1624729.0	1859855.0	2063965.0	1857211.0	1866014.0	2005460.0	1827130.0	Unclassified; Poorly Characterized; General function prediction only
Geraniol degradation	259468.0	285547.0	309886.0	288222.0	304444.0	287306.0	240537.0	241788.0	243954.0	240068.0	259519.0	239561.0	274760.0	287529.0	279456.0	286292.0	303010.0	280350.0	Metabolism; Metabolism of Terpenoids and Polyketides; Geraniol degradation
Germination	1398.0	1451.0	1220.0	3969.0	780.0	1754.0	3674.0	2422.0	1988.0	2724.0	1399.0	3608.0	910.0	465.0	1137.0	913.0	695.0	1062.0	Unclassified; Cellular Processes and Signaling; Germination
Glioma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Human Diseases; Cancers; Glioma
Glutamatergic synapse	40942.0	42515.0	47564.0	45098.0	48904.0	45108.0	40191.0	39728.0	40889.0	39493.0	43071.0	40639.0	45194.0	49720.0	45962.0	45997.0	49711.0	44908.0	Organismal Systems; Nervous System; Glutamatergic synapse
Glutathione metabolism	270300.0	244759.0	297227.0	289302.0	341731.0	303482.0	241768.0	221594.0	243030.0	242874.0	261542.0	238589.0	273065.0	317109.0	276437.0	280078.0	298388.0	275204.0	Metabolism; Metabolism of Other Amino Acids; Glutathione metabolism
Glycan bindng proteins	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Environmental Information Processing; Signaling Molecules and Interaction; Glycan bindng proteins
Glycan biosynthesis and metabolism	34785.0	26416.0	34340.0	35436.0	45279.0	37703.0	29399.0	24718.0	29841.0	30679.0	32178.0	29123.0	33999.0	42344.0	34508.0	34950.0	36794.0	33936.0	Unclassified; Metabolism; Glycan biosynthesis and metabolism
Glycerolipid metabolism	145023.0	158621.0	173723.0	164884.0	173340.0	163335.0	142986.0	144360.0	147519.0	140609.0	153867.0	146063.0	163527.0	172348.0	164674.0	165615.0	178609.0	161754.0	Metabolism; Lipid Metabolism; Glycerolipid metabolism
Glycerophospholipid metabolism	242546.0	233000.0	268826.0	261837.0	298558.0	269425.0	226373.0	218002.0	234285.0	227875.0	242842.0	226760.0	257437.0	290928.0	261703.0	262461.0	277219.0	256806.0	Metabolism; Lipid Metabolism; Glycerophospholipid metabolism
Glycine, serine and threonine metabolism	454535.0	459623.0	524723.0	503463.0	558871.0	511093.0	427344.0	423257.0	445635.0	431204.0	459871.0	428222.0	490348.0	540112.0	492324.0	500332.0	530454.0	490957.0	Metabolism; Amino Acid Metabolism; Glycine, serine and threonine metabolism
Glycolysis / Gluconeogenesis	500096.0	508624.0	575223.0	548789.0	610821.0	544828.0	477367.0	470902.0	497651.0	476142.0	512059.0	479435.0	555680.0	612124.0	551270.0	556634.0	596361.0	544595.0	Metabolism; Carbohydrate Metabolism; Glycolysis / Gluconeogenesis
Glycosaminoglycan biosynthesis - chondroitin sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosaminoglycan biosynthesis - chondroitin sulfate
Glycosaminoglycan degradation	6470.0	9189.0	8673.0	7948.0	6865.0	7358.0	7914.0	8701.0	8700.0	7336.0	8195.0	8240.0	8486.0	8263.0	8448.0	9072.0	9366.0	8302.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosaminoglycan degradation
Glycosphingolipid biosynthesis - ganglio series	4746.0	6833.0	6008.0	5794.0	4888.0	5105.0	5075.0	5396.0	6204.0	5414.0	5597.0	5183.0	6202.0	6108.0	6010.0	6744.0	7111.0	5878.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - ganglio series
Glycosphingolipid biosynthesis - globo series	10482.0	15698.0	13276.0	12952.0	10058.0	11552.0	11571.0	12523.0	14304.0	11893.0	12646.0	12245.0	14165.0	13298.0	13399.0	14997.0	16882.0	13236.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - globo series
Glycosphingolipid biosynthesis - lacto and neolacto series	249.0	120.0	172.0	387.0	288.0	470.0	89.0	69.0	310.0	197.0	136.0	157.0	342.0	485.0	159.0	184.0	270.0	161.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - lacto and neolacto series
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	4.0	2.0	2.0	0.0	0.0	4.0	4.0	7.0	0.0	2.0	6.0	4.0	3.0	0.0	4.0	3.0	4.0	2.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
Glycosyltransferases	149295.0	151031.0	170894.0	161843.0	179921.0	166771.0	154903.0	146918.0	152721.0	145418.0	161313.0	154975.0	170246.0	185581.0	172930.0	169954.0	182504.0	165850.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosyltransferases
Glyoxylate and dicarboxylate metabolism	523848.0	480266.0	577949.0	564447.0	674913.0	565784.0	451409.0	430617.0	473909.0	473451.0	498706.0	446330.0	542108.0	631722.0	534847.0	550244.0	588856.0	537154.0	Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism
GnRH signaling pathway	69.0	104.0	91.0	66.0	40.0	66.0	66.0	73.0	58.0	58.0	46.0	75.0	75.0	43.0	141.0	70.0	62.0	63.0	Organismal Systems; Endocrine System; GnRH signaling pathway
Hedgehog signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; Hedgehog signaling pathway
Hematopoietic cell lineage	73.0	94.0	85.0	54.0	26.0	32.0	64.0	69.0	53.0	50.0	43.0	55.0	56.0	39.0	103.0	50.0	49.0	51.0	Organismal Systems; Immune System; Hematopoietic cell lineage
Hepatitis C	1.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	0.0	1.0	6.0	3.0	0.0	2.0	3.0	2.0	3.0	Human Diseases; Infectious Diseases; Hepatitis C
Histidine metabolism	256294.0	267811.0	301025.0	285143.0	308478.0	288649.0	251228.0	247765.0	256164.0	246490.0	265606.0	252187.0	281536.0	302834.0	286341.0	285286.0	301138.0	283517.0	Metabolism; Amino Acid Metabolism; Histidine metabolism
Homologous recombination	288762.0	279387.0	325493.0	309422.0	352705.0	314582.0	279488.0	270946.0	287385.0	276482.0	296178.0	278645.0	315968.0	356982.0	321312.0	317568.0	336765.0	315435.0	Genetic Information Processing; Replication and Repair; Homologous recombination
Huntington's disease	58238.0	49409.0	64929.0	62473.0	76762.0	65479.0	51093.0	46089.0	50177.0	51381.0	56039.0	50546.0	55633.0	67067.0	58252.0	59508.0	61969.0	59093.0	Human Diseases; Neurodegenerative Diseases; Huntington's disease
Hypertrophic cardiomyopathy (HCM)	1243.0	1122.0	1162.0	1181.0	1202.0	1585.0	1260.0	1060.0	1062.0	1127.0	1370.0	1230.0	1088.0	1114.0	1307.0	1268.0	1248.0	1384.0	Human Diseases; Cardiovascular Diseases; Hypertrophic cardiomyopathy (HCM)
Indole alkaloid biosynthesis	1959.0	2255.0	2310.0	2316.0	2183.0	2541.0	1972.0	1798.0	1810.0	1807.0	1838.0	1809.0	2167.0	2011.0	2131.0	1990.0	1883.0	2209.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Indole alkaloid biosynthesis
Influenza A	6580.0	6594.0	9189.0	7651.0	9036.0	8397.0	6574.0	6034.0	5317.0	5576.0	6998.0	6271.0	5381.0	6083.0	6325.0	6920.0	6699.0	6732.0	Human Diseases; Infectious Diseases; Influenza A
Inorganic ion transport and metabolism	190940.0	179174.0	211693.0	204349.0	238224.0	209163.0	173779.0	165779.0	178241.0	176745.0	187386.0	172114.0	196963.0	226457.0	201202.0	203846.0	213883.0	201492.0	Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism
Inositol phosphate metabolism	100637.0	110430.0	118427.0	115965.0	121080.0	115932.0	95757.0	96211.0	98654.0	94930.0	102871.0	96746.0	110644.0	118247.0	109095.0	112582.0	122228.0	110464.0	Metabolism; Carbohydrate Metabolism; Inositol phosphate metabolism
Insulin signaling pathway	33774.0	30339.0	36235.0	35069.0	42609.0	35739.0	32569.0	30076.0	33062.0	31972.0	35162.0	32835.0	38786.0	44692.0	38003.0	37002.0	41235.0	35371.0	Organismal Systems; Endocrine System; Insulin signaling pathway
Ion channels	6342.0	8425.0	8799.0	8082.0	7311.0	7583.0	7893.0	8625.0	8185.0	7288.0	7882.0	8058.0	8996.0	8378.0	8682.0	8366.0	9099.0	8433.0	Environmental Information Processing; Signaling Molecules and Interaction; Ion channels
Isoflavonoid biosynthesis	203.0	324.0	187.0	128.0	111.0	171.0	345.0	261.0	246.0	239.0	240.0	325.0	215.0	241.0	241.0	298.0	286.0	213.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Isoflavonoid biosynthesis
Isoquinoline alkaloid biosynthesis	29234.0	27978.0	33731.0	32141.0	36718.0	32820.0	26915.0	26008.0	28534.0	27789.0	29006.0	26791.0	30483.0	33942.0	30807.0	31157.0	32495.0	30751.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Isoquinoline alkaloid biosynthesis
Leishmaniasis	66.0	84.0	23.0	114.0	30.0	50.0	53.0	83.0	47.0	67.0	64.0	82.0	101.0	113.0	65.0	81.0	129.0	65.0	Human Diseases; Infectious Diseases; Leishmaniasis
Leukocyte transendothelial migration	109.0	102.0	51.0	69.0	64.0	80.0	166.0	103.0	112.0	95.0	125.0	135.0	122.0	91.0	133.0	89.0	95.0	122.0	Organismal Systems; Immune System; Leukocyte transendothelial migration
Limonene and pinene degradation	252542.0	289383.0	310675.0	288094.0	294610.0	284621.0	241512.0	243755.0	240901.0	236192.0	256532.0	240576.0	272440.0	277304.0	277532.0	281878.0	296807.0	277906.0	Metabolism; Metabolism of Terpenoids and Polyketides; Limonene and pinene degradation
Linoleic acid metabolism	35713.0	37792.0	42464.0	39596.0	42565.0	40552.0	33574.0	32870.0	33434.0	33008.0	36164.0	33317.0	36528.0	39300.0	37819.0	38854.0	40607.0	37989.0	Metabolism; Lipid Metabolism; Linoleic acid metabolism
Lipid biosynthesis proteins	425413.0	446763.0	491354.0	468862.0	505533.0	472379.0	409040.0	402381.0	420747.0	404751.0	434689.0	408754.0	467703.0	503335.0	469930.0	475852.0	507322.0	465025.0	Metabolism; Lipid Metabolism; Lipid biosynthesis proteins
Lipid metabolism	95036.0	79731.0	96032.0	98395.0	121213.0	99179.0	78783.0	73171.0	86674.0	87106.0	87379.0	78590.0	101077.0	122152.0	95612.0	98413.0	107339.0	93335.0	Unclassified; Metabolism; Lipid metabolism
Lipoic acid metabolism	27515.0	28173.0	31342.0	29630.0	33107.0	30406.0	29233.0	28388.0	28987.0	27287.0	30382.0	29627.0	32267.0	35528.0	32518.0	31935.0	34926.0	30901.0	Metabolism; Metabolism of Cofactors and Vitamins; Lipoic acid metabolism
Lipopolysaccharide biosynthesis	143963.0	114874.0	149501.0	146942.0	188823.0	153553.0	130804.0	117693.0	134536.0	134106.0	139255.0	129514.0	148357.0	181584.0	152903.0	151271.0	157607.0	148542.0	Metabolism; Glycan Biosynthesis and Metabolism; Lipopolysaccharide biosynthesis
Lipopolysaccharide biosynthesis proteins	186751.0	151107.0	194261.0	192356.0	245884.0	200756.0	167712.0	151381.0	173161.0	174290.0	179127.0	166447.0	191211.0	233009.0	195552.0	194967.0	203957.0	191544.0	Metabolism; Glycan Biosynthesis and Metabolism; Lipopolysaccharide biosynthesis proteins
Long-term depression	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Nervous System; Long-term depression
Long-term potentiation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Organismal Systems; Nervous System; Long-term potentiation
Lysine biosynthesis	247185.0	252182.0	282955.0	269311.0	296461.0	276283.0	245929.0	240599.0	248312.0	238949.0	257733.0	246179.0	270023.0	295882.0	277139.0	276097.0	291103.0	272822.0	Metabolism; Amino Acid Metabolism; Lysine biosynthesis
Lysine degradation	310733.0	337140.0	370358.0	346327.0	369740.0	347755.0	290118.0	291044.0	293752.0	288543.0	311460.0	288788.0	328448.0	347748.0	335345.0	340278.0	358534.0	336058.0	Metabolism; Amino Acid Metabolism; Lysine degradation
Lysosome	12454.0	17145.0	16141.0	14649.0	13217.0	14225.0	14744.0	16813.0	17104.0	14389.0	15564.0	15669.0	15976.0	15797.0	16110.0	16978.0	17804.0	15527.0	Cellular Processes; Transport and Catabolism; Lysosome
MAPK signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; MAPK signaling pathway
MAPK signaling pathway - yeast	32462.0	24740.0	32630.0	33473.0	43839.0	33647.0	25113.0	22124.0	27785.0	28283.0	28421.0	24761.0	32266.0	40930.0	30979.0	31730.0	34696.0	30433.0	Environmental Information Processing; Signal Transduction; MAPK signaling pathway - yeast
Measles	1.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	0.0	1.0	6.0	3.0	0.0	2.0	3.0	2.0	3.0	Human Diseases; Infectious Diseases; Measles
Meiosis - yeast	26270.0	28952.0	35289.0	31665.0	33898.0	32636.0	30496.0	27592.0	25330.0	24608.0	32135.0	31028.0	27825.0	30093.0	30681.0	30053.0	32482.0	30033.0	Cellular Processes; Cell Growth and Death; Meiosis - yeast
Melanogenesis	255.0	276.0	334.0	237.0	122.0	203.0	222.0	331.0	680.0	464.0	252.0	339.0	381.0	313.0	289.0	501.0	480.0	316.0	Organismal Systems; Endocrine System; Melanogenesis
Membrane and intracellular structural molecules	369089.0	305773.0	394383.0	388071.0	483705.0	407683.0	320559.0	292726.0	332749.0	334517.0	352911.0	318235.0	368720.0	450053.0	375915.0	383427.0	405646.0	375095.0	Unclassified; Cellular Processes and Signaling; Membrane and intracellular structural molecules
Metabolism of cofactors and vitamins	109278.0	100667.0	120953.0	116561.0	138439.0	118353.0	97824.0	93721.0	102040.0	101142.0	106868.0	97814.0	114103.0	132012.0	114809.0	115830.0	123361.0	113645.0	Unclassified; Metabolism; Metabolism of cofactors and vitamins
Metabolism of xenobiotics by cytochrome P450	131204.0	121085.0	147189.0	143433.0	167697.0	149460.0	117732.0	106356.0	115096.0	116687.0	127736.0	116620.0	132208.0	150982.0	132809.0	136322.0	145812.0	133133.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Metabolism of xenobiotics by cytochrome P450
Methane metabolism	559771.0	539980.0	626307.0	603909.0	699329.0	600582.0	512917.0	499804.0	533833.0	522007.0	556643.0	510146.0	607787.0	687926.0	602459.0	606735.0	649725.0	592273.0	Metabolism; Energy Metabolism; Methane metabolism
Mineral absorption	13753.0	10712.0	14048.0	14780.0	18714.0	14435.0	11927.0	10778.0	13296.0	12724.0	13769.0	12413.0	16142.0	19611.0	14636.0	14998.0	17326.0	13778.0	Organismal Systems; Digestive System; Mineral absorption
Mismatch repair	269167.0	263798.0	304089.0	289524.0	328531.0	293166.0	259068.0	251471.0	267059.0	257528.0	276102.0	258428.0	294456.0	331403.0	298969.0	297425.0	316063.0	293019.0	Genetic Information Processing; Replication and Repair; Mismatch repair
N-Glycan biosynthesis	11133.0	14777.0	14949.0	12446.0	11256.0	12774.0	15302.0	16175.0	14677.0	12377.0	15064.0	15531.0	15298.0	14481.0	16051.0	15310.0	15893.0	14842.0	Metabolism; Glycan Biosynthesis and Metabolism; N-Glycan biosynthesis
NOD-like receptor signaling pathway	10660.0	9795.0	11269.0	11188.0	13230.0	11423.0	9921.0	9496.0	10971.0	10369.0	10819.0	10041.0	11967.0	13580.0	11880.0	11767.0	12904.0	11332.0	Organismal Systems; Immune System; NOD-like receptor signaling pathway
Naphthalene degradation	156447.0	171769.0	191357.0	178405.0	190057.0	174539.0	146327.0	146384.0	150404.0	145438.0	158524.0	147151.0	170006.0	177352.0	169140.0	174644.0	187802.0	170282.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Naphthalene degradation
Neuroactive ligand-receptor interaction	186.0	194.0	237.0	152.0	80.0	138.0	135.0	223.0	497.0	273.0	182.0	184.0	263.0	230.0	205.0	406.0	293.0	214.0	Environmental Information Processing; Signaling Molecules and Interaction; Neuroactive ligand-receptor interaction
Neurotrophin signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Organismal Systems; Nervous System; Neurotrophin signaling pathway
Nicotinate and nicotinamide metabolism	178872.0	183120.0	207878.0	197858.0	219836.0	201437.0	174517.0	171650.0	177265.0	170397.0	186442.0	175902.0	196327.0	216272.0	199038.0	198474.0	213051.0	197049.0	Metabolism; Metabolism of Cofactors and Vitamins; Nicotinate and nicotinamide metabolism
Nitrogen metabolism	407763.0	394725.0	467025.0	448660.0	517029.0	454717.0	368320.0	358199.0	386534.0	377327.0	401561.0	368691.0	429486.0	484690.0	429241.0	435345.0	466693.0	428618.0	Metabolism; Energy Metabolism; Nitrogen metabolism
Nitrotoluene degradation	63075.0	68525.0	78738.0	72169.0	77914.0	71485.0	59450.0	59244.0	57709.0	56889.0	63816.0	58331.0	65554.0	68731.0	67366.0	68943.0	70476.0	68288.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Nitrotoluene degradation
Non-homologous end-joining	44754.0	51038.0	54407.0	51424.0	52008.0	49676.0	41138.0	41958.0	43983.0	41612.0	45330.0	41266.0	48869.0	51471.0	48896.0	49993.0	53654.0	49025.0	Genetic Information Processing; Replication and Repair; Non-homologous end-joining
Notch signaling pathway	15.0	23.0	15.0	11.0	11.0	23.0	62.0	36.0	37.0	21.0	30.0	65.0	25.0	24.0	35.0	29.0	17.0	22.0	Environmental Information Processing; Signal Transduction; Notch signaling pathway
Novobiocin biosynthesis	59998.0	57539.0	66524.0	64869.0	74497.0	66461.0	56457.0	54266.0	58155.0	56550.0	60915.0	56472.0	64047.0	72551.0	65315.0	65543.0	68853.0	64499.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Novobiocin biosynthesis
Nucleotide excision repair	156187.0	162300.0	178728.0	169973.0	184167.0	169586.0	150997.0	150368.0	157634.0	150325.0	161045.0	150686.0	173528.0	190609.0	175462.0	174638.0	185339.0	172073.0	Genetic Information Processing; Replication and Repair; Nucleotide excision repair
Nucleotide metabolism	12125.0	11662.0	13312.0	13481.0	14730.0	13552.0	10596.0	10120.0	11368.0	11183.0	11582.0	10786.0	12692.0	14775.0	12739.0	13399.0	13640.0	12529.0	Unclassified; Metabolism; Nucleotide metabolism
Olfactory transduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Organismal Systems; Sensory System; Olfactory transduction
One carbon pool by folate	211458.0	205536.0	241459.0	229932.0	263537.0	232342.0	202802.0	198428.0	208809.0	202328.0	217066.0	202573.0	230030.0	261238.0	233934.0	234142.0	247326.0	231463.0	Metabolism; Metabolism of Cofactors and Vitamins; One carbon pool by folate
Oocyte meiosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Cellular Processes; Cell Growth and Death; Oocyte meiosis
Other glycan degradation	17054.0	22866.0	22117.0	21054.0	17031.0	18811.0	19756.0	20857.0	24791.0	20585.0	21076.0	21060.0	22702.0	22851.0	22437.0	24969.0	25816.0	21276.0	Metabolism; Glycan Biosynthesis and Metabolism; Other glycan degradation
Other ion-coupled transporters	432373.0	418666.0	480882.0	469422.0	527809.0	477794.0	412819.0	394182.0	423059.0	416486.0	439051.0	417373.0	465616.0	520633.0	467878.0	472342.0	503442.0	463471.0	Unclassified; Cellular Processes and Signaling; Other ion-coupled transporters
Other transporters	101423.0	95364.0	113112.0	109201.0	127309.0	111466.0	97742.0	93774.0	99633.0	97713.0	105188.0	98461.0	110963.0	127536.0	112594.0	112742.0	119576.0	111317.0	Unclassified; Cellular Processes and Signaling; Other transporters
Other types of O-glycan biosynthesis	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism; Glycan Biosynthesis and Metabolism; Other types of O-glycan biosynthesis
Others	501028.0	497894.0	577901.0	548044.0	614322.0	550924.0	479057.0	468543.0	505293.0	482825.0	518326.0	484862.0	556725.0	621556.0	551622.0	554599.0	600485.0	538902.0	Unclassified; Metabolism; Others
Oxidative phosphorylation	647482.0	626307.0	731084.0	696733.0	795597.0	713069.0	623722.0	602903.0	641198.0	614798.0	665859.0	626301.0	701430.0	793057.0	715822.0	714207.0	754381.0	700225.0	Metabolism; Energy Metabolism; Oxidative phosphorylation
PPAR signaling pathway	128257.0	145225.0	152981.0	144810.0	148477.0	144747.0	121998.0	124526.0	125970.0	120344.0	132505.0	123053.0	142476.0	147043.0	142942.0	144871.0	154276.0	141739.0	Organismal Systems; Endocrine System; PPAR signaling pathway
Pancreatic cancer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Cancers; Pancreatic cancer
Pancreatic secretion	195.0	204.0	246.0	159.0	91.0	154.0	142.0	230.0	507.0	279.0	193.0	192.0	270.0	238.0	215.0	416.0	306.0	223.0	Organismal Systems; Digestive System; Pancreatic secretion
Pantothenate and CoA biosynthesis	252575.0	251733.0	286133.0	274026.0	308630.0	280531.0	246737.0	238749.0	248832.0	240323.0	260614.0	246700.0	276440.0	307935.0	280141.0	279855.0	297644.0	274320.0	Metabolism; Metabolism of Cofactors and Vitamins; Pantothenate and CoA biosynthesis
Parkinson's disease	38169.0	30202.0	41839.0	40366.0	51517.0	42639.0	30955.0	27586.0	30683.0	32312.0	34825.0	30301.0	34273.0	43324.0	35942.0	37497.0	38736.0	36820.0	Human Diseases; Neurodegenerative Diseases; Parkinson's disease
Pathogenic Escherichia coli infection	109.0	102.0	51.0	69.0	64.0	80.0	166.0	103.0	112.0	95.0	125.0	135.0	122.0	91.0	133.0	89.0	95.0	122.0	Human Diseases; Infectious Diseases; Pathogenic Escherichia coli infection
Pathways in cancer	27867.0	27148.0	32167.0	30308.0	34649.0	31491.0	27516.0	26066.0	26713.0	26379.0	29192.0	27406.0	29212.0	33091.0	30424.0	30673.0	32396.0	29865.0	Human Diseases; Cancers; Pathways in cancer
Penicillin and cephalosporin biosynthesis	32700.0	36492.0	37330.0	36840.0	35300.0	36908.0	32838.0	32354.0	34778.0	32062.0	33989.0	32614.0	37085.0	37760.0	37384.0	37661.0	37767.0	37387.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Penicillin and cephalosporin biosynthesis
Pentose and glucuronate interconversions	164740.0	183406.0	197041.0	189422.0	197515.0	189080.0	161705.0	164447.0	166883.0	158777.0	174125.0	164111.0	181581.0	190221.0	183795.0	185886.0	199082.0	182693.0	Metabolism; Carbohydrate Metabolism; Pentose and glucuronate interconversions
Pentose phosphate pathway	302300.0	307193.0	345708.0	332104.0	367513.0	337270.0	294875.0	285871.0	301060.0	287790.0	312156.0	295392.0	333362.0	364647.0	335224.0	334479.0	360326.0	328116.0	Metabolism; Carbohydrate Metabolism; Pentose phosphate pathway
Peptidases	673959.0	673108.0	756387.0	728639.0	807551.0	754051.0	666610.0	638384.0	676584.0	644982.0	700180.0	667381.0	747508.0	825358.0	751968.0	748659.0	802142.0	731678.0	Metabolism; Enzyme Families; Peptidases
