ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6
ASV_813	5.86	13.025	0.0167114445279955	0.341287947197698	NotSig	0.507	0.009	0.463	0.478	0.656	0	0.833	0.612	0	0	0	0	0.052	0
ASV_844	-21.404	12.618	0.0284406622664748	0.341287947197698	NotSig	0	0.278	0	0	0	0	0	0	0.622	0.238	0	0	0.629	0.177
ASV_89	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_955	-21.378	12.715	0.00962171958575914	0.278795191899557	NotSig	0	0.273	0	0	0	0	0	0	0.069	0	0.672	0.403	0.314	0.177
ASV_102	22.716	15.293	0.175734335644225	0.461885820233052	NotSig	0.689	0	0	0.12	0	4.016	0	0	0	0	0	0	0	0
ASV_106	-21.499	13.84	0.0740099699862347	0.363321670841516	NotSig	0	0.296	0	0	0	0	0	0	0	0	0.134	0	1.467	0.177
ASV_111	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_527	21.36	13.979	0.404656761927286	0.560293978053165	NotSig	0.269	0	0	0	1.615	0	0	0	0	0	0	0	0	0
ASV_754	22.585	15.131	0.175734335644225	0.461885820233052	NotSig	0.629	0	0.185	3.589	0	0	0	0	0	0	0	0	0	0
ASV_91	-22.529	15.121	0.175734335644225	0.461885820233052	NotSig	0	0.605	0	0	0	0	0	0	0.069	3.563	0	0	0	0
ASV_1030	-20.652	13.111	0.175734335644225	0.461885820233052	NotSig	0	0.165	0	0	0	0	0	0	0.104	0	0	0	0	0.885
ASV_1068	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1205	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_159	-21.187	12.241	0.00962171958575914	0.278795191899557	NotSig	0	0.239	0	0	0	0	0	0	0.484	0.119	0.471	0.201	0.157	0
ASV_163	-22.38	14.969	0.175734335644225	0.461885820233052	NotSig	0	0.546	0	0	0	0	0	0	0	3.207	0.067	0	0	0
ASV_164	-21.375	13.563	0.0740099699862347	0.363321670841516	NotSig	0	0.272	0	0	0	0	0	0	0	0.119	1.21	0.302	0	0
ASV_288	21.314	13.933	0.404656761927286	0.560293978053165	NotSig	0.261	0	0	0	1.564	0	0	0	0	0	0	0	0	0
ASV_292	22.36	14.979	0.404656761927286	0.560293978053165	NotSig	0.538	0	0	0	0	0	3.229	0	0	0	0	0	0	0
ASV_387	21.314	13.933	0.404656761927286	0.560293978053165	NotSig	0.261	0	0	0	1.564	0	0	0	0	0	0	0	0	0
ASV_414	-21.091	12.521	0.0284406622664748	0.341287947197698	NotSig	0	0.223	0	0	0	0	0	0	0.588	0	0.471	0	0.105	0.177
ASV_505	22.525	15.032	0.0284406622664748	0.341287947197698	NotSig	0.604	0	0.093	3.349	0.05	0.13	0	0	0	0	0	0	0	0
ASV_128	22.15	14.714	0.175734335644225	0.461885820233052	NotSig	0.465	0	2.688	0	0	0	0.104	0	0	0	0	0	0	0
ASV_165	-22.231	14.783	0.175734335644225	0.461885820233052	NotSig	0	0.492	0	0	0	0	0	0	0	0	0.134	2.82	0	0
ASV_179	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_184	21.267	13.886	0.404656761927286	0.560293978053165	NotSig	0.252	0	0	0	1.514	0	0	0	0	0	0	0	0	0
ASV_471	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_542	23.143	15.163	0.0284406622664748	0.341287947197698	NotSig	0.926	0	0.278	0.359	0	0	1.25	3.67	0	0	0	0	0	0
ASV_563	-20.918	12.203	0.0740099699862347	0.363321670841516	NotSig	0	0.198	0	0	0	0	0	0	0.415	0	0	0.302	0.471	0
ASV_653	-19.588	11.789	0.175734335644225	0.461885820233052	NotSig	0	0.079	0	0	0	0	0	0	0	0.119	0	0	0	0.354
ASV_770	21.267	13.886	0.404656761927286	0.560293978053165	NotSig	0.252	0	0	0	1.514	0	0	0	0	0	0	0	0	0
ASV_1145	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_116	22.578	15.197	0.404656761927286	0.560293978053165	NotSig	0.626	0	0	0	0	3.756	0	0	0	0	0	0	0	0
ASV_135	-20.689	12.957	0.0740099699862347	0.363321670841516	NotSig	0	0.169	0	0	0	0	0	0	0.795	0.119	0	0.101	0	0
ASV_237	22.247	14.725	0.175734335644225	0.461885820233052	NotSig	0.498	0	0.278	0	0	0	2.708	0	0	0	0	0	0	0
ASV_264	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_273	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_349	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_526	21.218	13.837	0.404656761927286	0.560293978053165	NotSig	0.244	0	0	0	1.463	0	0	0	0	0	0	0	0	0
ASV_576	-19.947	12.134	0.175734335644225	0.461885820233052	NotSig	0	0.101	0	0	0	0	0	0	0.449	0	0	0	0.157	0
ASV_655	-20.803	12.298	0.0284406622664748	0.341287947197698	NotSig	0	0.183	0	0	0	0	0	0	0.173	0	0.067	0.504	0	0.354
ASV_659	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_690	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_71	-22.215	14.834	0.404656761927286	0.560293978053165	NotSig	0	0.487	0	0	0	0	0	0	0	0	0	2.92	0	0
ASV_79	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_828	22.863	14.578	0.00962171958575914	0.278795191899557	NotSig	0.763	0	0.278	0.239	0.05	0	1.562	2.446	0	0	0	0	0	0
ASV_92	-21.553	13.853	0.175734335644225	0.461885820233052	NotSig	0	0.308	0	0	0	0	0	0	0	0	1.479	0	0.367	0
ASV_100	21.167	13.786	0.404656761927286	0.560293978053165	NotSig	0.235	0	0	0	1.413	0	0	0	0	0	0	0	0	0
ASV_107	-21.221	13.84	0.404656761927286	0.560293978053165	NotSig	0	0.244	0	0	0	0	0	0	0	0	0	0	1.467	0
ASV_115	21.167	13.786	0.404656761927286	0.560293978053165	NotSig	0.235	0	0	0	1.413	0	0	0	0	0	0	0	0	0
ASV_123	-18.386	10.033	0.175734335644225	0.461885820233052	NotSig	0	0.034	0	0	0	0	0	0	0	0	0	0.101	0.105	0
ASV_177	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_192	-20.774	13.298	0.175734335644225	0.461885820233052	NotSig	0	0.179	0	0	0	0	0	0	0.069	0	0	1.007	0	0
ASV_213	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_215	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_216	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_229	21.236	13.734	0.175734335644225	0.461885820233052	NotSig	0.247	0	0	0.12	1.362	0	0	0	0	0	0	0	0	0
ASV_248	-21.09	12.618	0.0284406622664748	0.341287947197698	NotSig	0	0.223	0	0	0	0	0	0	0.415	0.119	0	0	0.629	0.177
ASV_289	22.527	15.146	0.404656761927286	0.560293978053165	NotSig	0.604	0	0	0	0	3.627	0	0	0	0	0	0	0	0
ASV_314	-21.571	12.374	0.00962171958575914	0.278795191899557	NotSig	0	0.311	0	0	0	0	0	0	0.173	0.238	0.403	0	0.524	0.531
ASV_358	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_408	-15.814	8.433	0.404656761927286	0.560293978053165	NotSig	0	0.006	0	0	0	0	0	0	0.035	0	0	0	0	0
ASV_429	-21.514	14.021	0.175734335644225	0.461885820233052	NotSig	0	0.3	0	0	0	0	0	0	0	1.663	0.134	0	0	0
ASV_517	21.167	13.786	0.404656761927286	0.560293978053165	NotSig	0.235	0	0	0	1.413	0	0	0	0	0	0	0	0	0
ASV_528	21.167	13.786	0.404656761927286	0.560293978053165	NotSig	0.235	0	0	0	1.413	0	0	0	0	0	0	0	0	0
ASV_746	22.412	15.032	0.404656761927286	0.560293978053165	NotSig	0.558	0	0	3.349	0	0	0	0	0	0	0	0	0	0
ASV_843	-21.063	12.563	0.0284406622664748	0.341287947197698	NotSig	0	0.219	0	0	0	0	0	0	0.277	0.119	0.605	0	0.314	0
ASV_93	-21.221	13.84	0.404656761927286	0.560293978053165	NotSig	0	0.244	0	0	0	0	0	0	0	0	0	0	1.467	0
ASV_1072	-17.595	10.214	0.404656761927286	0.560293978053165	NotSig	0	0.02	0	0	0	0	0	0	0	0.119	0	0	0	0
ASV_109	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_142	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_186	21.115	13.734	0.404656761927286	0.560293978053165	NotSig	0.227	0	0	0	1.362	0	0	0	0	0	0	0	0	0
ASV_194	-20.808	13.077	0.175734335644225	0.461885820233052	NotSig	0	0.184	0	0	0	0	0	0	0.864	0.238	0	0	0	0
ASV_226	22.36	14.979	0.404656761927286	0.560293978053165	NotSig	0.538	0	0	3.23	0	0	0	0	0	0	0	0	0	0
ASV_231	21.115	13.734	0.404656761927286	0.560293978053165	NotSig	0.227	0	0	0	1.362	0	0	0	0	0	0	0	0	0
ASV_241	-20.514	13.134	0.404656761927286	0.560293978053165	NotSig	0	0.15	0	0	0	0	0	0	0.899	0	0	0	0	0
ASV_417	-19.399	12.018	0.404656761927286	0.560293978053165	NotSig	0	0.069	0	0	0	0	0	0	0.415	0	0	0	0	0
ASV_752	22.007	12.809	0.00277843011009903	0.235769640771261	NotSig	0.422	0	0.278	0.718	0.605	0.518	0.104	0.306	0	0	0	0	0	0
ASV_819	22.059	13.932	0.0284406622664748	0.341287947197698	NotSig	0.437	0	0	0.598	0.202	0.259	1.562	0	0	0	0	0	0	0
ASV_150	22.786	14.748	0.0740099699862347	0.363321670841516	NotSig	0.723	0	1.483	0	0	0	0.104	2.752	0	0	0	0	0	0
ASV_176	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_193	-20.964	12.893	0.0284406622664748	0.341287947197698	NotSig	0	0.205	0	0	0	0	0	0	0.76	0.238	0	0	0.052	0.177
ASV_232	21.224	13.564	0.175734335644225	0.461885820233052	NotSig	0.245	0	0	0	1.211	0.259	0	0	0	0	0	0	0	0
ASV_234	22.106	14.725	0.404656761927286	0.560293978053165	NotSig	0.451	0	0	0	0	0	2.708	0	0	0	0	0	0	0
ASV_275	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_333	-19.454	10.976	0.0740099699862347	0.363321670841516	NotSig	0	0.072	0	0	0	0	0	0	0	0	0	0.201	0.052	0.177
ASV_403	-16.814	9.433	0.404656761927286	0.560293978053165	NotSig	0	0.012	0	0	0	0	0	0	0.069	0	0	0	0	0
ASV_736	21.628	13.763	0.175734335644225	0.461885820233052	NotSig	0.324	0	1.39	0	0.555	0	0	0	0	0	0	0	0	0
ASV_821	22.106	14.725	0.404656761927286	0.560293978053165	NotSig	0.451	0	0	0	0	0	2.708	0	0	0	0	0	0	0
ASV_906	-21.36	13.481	0.175734335644225	0.461885820233052	NotSig	0	0.269	0	0	0	0	0	0	0	0	1.143	0	0.471	0
ASV_986	-21.632	13.281	0.0740099699862347	0.363321670841516	NotSig	0	0.325	0	0	0	0	0	0	0.069	0	0	0	0.995	0.885
ASV_996	-21.919	14.111	0.0740099699862347	0.363321670841516	NotSig	0	0.396	0	0	0	0	0	0	0.242	0	0	0	0.367	1.77
ASV_104	-20.458	13.077	0.404656761927286	0.560293978053165	NotSig	0	0.144	0	0	0	0	0	0	0.864	0	0	0	0	0
ASV_1101	-15.814	8.433	0.404656761927286	0.560293978053165	NotSig	0	0.006	0	0	0	0	0	0	0.035	0	0	0	0	0
ASV_151	22.364	14.983	0.404656761927286	0.560293978053165	NotSig	0.54	0	0	0	0	3.238	0	0	0	0	0	0	0	0
ASV_167	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_190	-20.431	12.755	0.175734335644225	0.461885820233052	NotSig	0	0.141	0	0	0	0	0	0	0.691	0	0	0	0.157	0
ASV_202	-21.058	13.677	0.404656761927286	0.560293978053165	NotSig	0	0.218	0	0	0	0	0	0	0	0	0	0	1.31	0
ASV_245	-20.885	13.111	0.175734335644225	0.461885820233052	NotSig	0	0.194	0	0	0	0	0	0	0.277	0	0	0	0	0.885
ASV_260	-21.282	13.799	0.175734335644225	0.461885820233052	NotSig	0	0.255	0	0	0	0	0	0	0	1.425	0	0	0.105	0
ASV_266	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_347	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_416	-20.932	12.536	0.0740099699862347	0.363321670841516	NotSig	0	0.2	0	0	0	0	0	0	0.449	0.594	0	0	0.157	0
ASV_439	-21.895	14.368	0.0740099699862347	0.363321670841516	NotSig	0	0.39	0	0	0	0	0	0	0	0	0.067	2.115	0.157	0
ASV_455	-22.208	14.374	0.0284406622664748	0.341287947197698	NotSig	0	0.484	0	0	0	0	0	0	0.173	0.475	0.134	0	0	2.124
ASV_464	-18.911	10.789	0.175734335644225	0.461885820233052	NotSig	0	0.049	0	0	0	0	0	0	0	0.119	0	0	0	0.177
ASV_502	22.215	14.809	0.175734335644225	0.461885820233052	NotSig	0.487	0	0	2.871	0.05	0	0	0	0	0	0	0	0	0
ASV_794	6.466	14.163	0.00366454759003854	0.278795191899557	NotSig	0.509	0.006	0.093	0.239	0.656	0.13	0.104	1.835	0.035	0	0	0	0	0
ASV_83	-20.273	12.893	0.404656761927286	0.560293978053165	NotSig	0	0.127	0	0	0	0	0	0	0.76	0	0	0	0	0
ASV_88	-22.563	15.182	0.404656761927286	0.560293978053165	NotSig	0	0.619	0	0	0	0	0	0	0	0	0	0	0	3.717
ASV_901	-21.026	13.393	0.0740099699862347	0.363321670841516	NotSig	0	0.214	0	0	0	0	0	0	0	0	1.076	0.101	0.105	0
ASV_1090	-18.836	10.789	0.175734335644225	0.461885820233052	NotSig	0	0.047	0	0	0	0	0	0	0.104	0	0	0	0	0.177
ASV_1107	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_120	-20.399	13.018	0.404656761927286	0.560293978053165	NotSig	0	0.138	0	0	0	0	0	0	0.83	0	0	0	0	0
ASV_156	-21.346	12.214	0.00277843011009903	0.235769640771261	NotSig	0	0.266	0	0	0	0	0	0	0.069	0.475	0.471	0.302	0.105	0.177
ASV_161	-21.491	13.111	0.0740099699862347	0.363321670841516	NotSig	0	0.295	0	0	0	0	0	0	0.346	0	0.538	0	0	0.885
ASV_171	-17.595	10.214	0.404656761927286	0.560293978053165	NotSig	0	0.02	0	0	0	0	0	0	0	0.119	0	0	0	0
ASV_203	-20.097	12.203	0.175734335644225	0.461885820233052	NotSig	0	0.112	0	0	0	0	0	0	0	0	0	0.201	0.471	0
ASV_214	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_219	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_267	-20.362	12.789	0.175734335644225	0.461885820233052	NotSig	0	0.135	0	0	0	0	0	0	0	0	0	0.101	0	0.708
ASV_402	-20.327	12.521	0.175734335644225	0.461885820233052	NotSig	0	0.132	0	0	0	0	0	0	0.588	0	0.202	0	0	0
ASV_518	21.26	13.066	0.175734335644225	0.461885820233052	NotSig	0.251	0	0.649	0	0.858	0	0	0	0	0	0	0	0	0
ASV_543	21.918	13.832	0.0740099699862347	0.363321670841516	NotSig	0.396	0	0	0.718	0.202	0	1.458	0	0	0	0	0	0	0
ASV_649	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_667	-19.413	11.241	0.175734335644225	0.461885820233052	NotSig	0	0.07	0	0	0	0	0	0	0.242	0	0	0	0	0.177
ASV_671	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_673	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_677	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_724	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_743	21.923	14.131	0.0284406622664748	0.341287947197698	NotSig	0.398	0	0.185	1.794	0.303	0	0.104	0	0	0	0	0	0	0
ASV_898	-20.31	12.799	0.175734335644225	0.461885820233052	NotSig	0	0.13	0	0	0	0	0	0	0	0.713	0.067	0	0	0
ASV_1129	-19.755	12.374	0.404656761927286	0.560293978053165	NotSig	0	0.088	0	0	0	0	0	0	0	0	0	0	0	0.531
ASV_149	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_166	-20.873	13.492	0.404656761927286	0.560293978053165	NotSig	0	0.192	0	0	0	0	0	0	0	0	0	0	1.152	0
ASV_175	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_182	21.796	14.248	0.175734335644225	0.461885820233052	NotSig	0.364	0	1.946	0.239	0	0	0	0	0	0	0	0	0	0
ASV_209	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_223	21.814	13.856	0.175734335644225	0.461885820233052	NotSig	0.369	0	1.483	0	0	0	0.729	0	0	0	0	0	0	0
ASV_350	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_373	22.092	14.684	0.175734335644225	0.461885820233052	NotSig	0.447	0	0	2.632	0.05	0	0	0	0	0	0	0	0	0
ASV_421	-20.452	12.134	0.0740099699862347	0.363321670841516	NotSig	0	0.143	0	0	0	0	0	0	0.449	0	0.202	0	0.21	0
ASV_449	-20.581	12.355	0.0284406622664748	0.341287947197698	NotSig	0	0.157	0	0	0	0	0	0	0.173	0	0.067	0	0.524	0.177
ASV_508	21.711	13.925	0.175734335644225	0.461885820233052	NotSig	0.343	0	0	1.555	0.505	0	0	0	0	0	0	0	0	0
ASV_583	-19.987	11.618	0.0740099699862347	0.363321670841516	NotSig	0	0.104	0	0	0	0	0	0	0.242	0	0.067	0	0.314	0
ASV_593	-21.155	13.214	0.0284406622664748	0.341287947197698	NotSig	0	0.233	0	0	0	0	0	0	0.173	0.95	0	0.101	0	0.177
ASV_686	-19.17	11.789	0.404656761927286	0.560293978053165	NotSig	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0.354
ASV_74	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_782	20.883	13.502	0.404656761927286	0.560293978053165	NotSig	0.193	0	0	0	1.16	0	0	0	0	0	0	0	0	0
ASV_991	-21.921	13.597	0.00962171958575914	0.278795191899557	NotSig	0	0.397	0	0	0	0	0	0	0.138	0.594	0.202	0	0.21	1.239
ASV_113	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_119	-20.366	12.755	0.0740099699862347	0.363321670841516	NotSig	0	0.135	0	0	0	0	0	0	0.691	0	0.067	0	0.052	0
ASV_122	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_157	-20.206	12.826	0.404656761927286	0.560293978053165	NotSig	0	0.121	0	0	0	0	0	0	0.726	0	0	0	0	0
ASV_170	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_178	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_191	-20.025	12.521	0.175734335644225	0.461885820233052	NotSig	0	0.107	0	0	0	0	0	0	0.588	0	0	0	0.052	0
ASV_197	-21.204	13.715	0.175734335644225	0.461885820233052	NotSig	0	0.242	0	0	0	0	0	0	0	0	1.345	0	0.105	0
ASV_211	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_233	21.875	14.417	0.175734335644225	0.461885820233052	NotSig	0.385	0	0	0.12	0	0	2.188	0	0	0	0	0	0	0
ASV_343	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_345	-16.774	9.393	0.404656761927286	0.560293978053165	NotSig	0	0.011	0	0	0	0	0	0	0	0	0.067	0	0	0
ASV_359	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_377	20.819	13.438	0.404656761927286	0.560293978053165	NotSig	0.185	0	0	0	1.11	0	0	0	0	0	0	0	0	0
ASV_589	-21.919	14.121	0.0740099699862347	0.363321670841516	NotSig	0	0.397	0	0	0	0	0	0	0	1.781	0.067	0	0	0.531
ASV_599	-21.151	13.715	0.175734335644225	0.461885820233052	NotSig	0	0.233	0	0	0	0	0	0	0	0	1.345	0	0.052	0
ASV_607	-21.505	13.976	0.0740099699862347	0.363321670841516	NotSig	0	0.298	0	0	0	0	0	0	0.069	0	0	1.611	0.105	0
ASV_704	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_791	20.819	13.438	0.404656761927286	0.560293978053165	NotSig	0.185	0	0	0	1.11	0	0	0	0	0	0	0	0	0
ASV_803	22.284	13.799	0.00277843011009903	0.235769640771261	NotSig	0.511	0	0.278	0.239	0.101	1.425	0.104	0.917	0	0	0	0	0	0
ASV_1055	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_126	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_140	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_196	-18.9	10.618	0.0740099699862347	0.363321670841516	NotSig	0	0.049	0	0	0	0	0	0	0.069	0	0.067	0	0.157	0
ASV_220	-17.814	10.433	0.404656761927286	0.560293978053165	NotSig	0	0.023	0	0	0	0	0	0	0.138	0	0	0	0	0
ASV_283	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_293	21.798	14.417	0.404656761927286	0.560293978053165	NotSig	0.365	0	0	0	0	0	2.188	0	0	0	0	0	0	0
ASV_342	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_363	-18.428	10.789	0.175734335644225	0.461885820233052	NotSig	0	0.035	0	0	0	0	0	0	0.035	0	0	0	0	0.177
ASV_368	21.594	14.026	0.0740099699862347	0.363321670841516	NotSig	0.316	0	1.668	0	0.101	0.13	0	0	0	0	0	0	0	0
ASV_372	21.997	13.224	0.00962171958575914	0.278795191899557	NotSig	0.419	0	0.371	0.957	0.101	0.777	0	0.306	0	0	0	0	0	0
ASV_388	20.752	13.371	0.404656761927286	0.560293978053165	NotSig	0.177	0	0	0	1.06	0	0	0	0	0	0	0	0	0
ASV_398	22.62	15.038	0.175734335644225	0.461885820233052	NotSig	0.645	0	0	0	0.505	0	0	3.364	0	0	0	0	0	0
ASV_400	23.124	15.666	0.0740099699862347	0.363321670841516	NotSig	0.914	0	0.185	0	0.101	0	0	5.199	0	0	0	0	0	0
ASV_448	-20.806	13.425	0.404656761927286	0.560293978053165	NotSig	0	0.183	0	0	0	0	0	0	0	0	0	0	1.1	0
ASV_496	21.526	13.441	0.0284406622664748	0.341287947197698	NotSig	0.302	0	1.112	0.239	0.252	0	0.208	0	0	0	0	0	0	0
ASV_778	20.752	13.371	0.404656761927286	0.560293978053165	NotSig	0.177	0	0	0	1.06	0	0	0	0	0	0	0	0	0
ASV_787	20.843	13.301	0.175734335644225	0.461885820233052	NotSig	0.188	0	0	0.12	1.009	0	0	0	0	0	0	0	0	0
ASV_815	21.778	14.025	0.0740099699862347	0.363321670841516	NotSig	0.359	0	0.371	0.12	0	0	1.667	0	0	0	0	0	0	0
ASV_1028	-20.288	11.789	0.0284406622664748	0.341287947197698	NotSig	0	0.128	0	0	0	0	0	0	0.138	0.119	0	0	0.157	0.354
ASV_1080	-20.14	11.799	0.0284406622664748	0.341287947197698	NotSig	0	0.116	0	0	0	0	0	0	0.035	0.356	0.202	0.101	0	0
ASV_1124	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1190	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_210	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_246	-20.027	12.241	0.175734335644225	0.461885820233052	NotSig	0	0.107	0	0	0	0	0	0	0.484	0	0	0	0.157	0
ASV_254	-21.679	14.298	0.404656761927286	0.560293978053165	NotSig	0	0.336	0	0	0	0	0	0	0	0	0	2.014	0	0
ASV_277	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_305	-20.28	12.134	0.175734335644225	0.461885820233052	NotSig	0	0.127	0	0	0	0	0	0	0.449	0	0	0	0.314	0
ASV_366	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_395	21.651	14.195	0.175734335644225	0.461885820233052	NotSig	0.329	0	0	0	0.101	0	1.875	0	0	0	0	0	0	0
ASV_481	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_500	21.841	14.394	0.175734335644225	0.461885820233052	NotSig	0.376	0	0	2.153	0.101	0	0	0	0	0	0	0	0	0
ASV_554	-19.902	12.521	0.404656761927286	0.560293978053165	NotSig	0	0.098	0	0	0	0	0	0	0.588	0	0	0	0	0
ASV_740	21.711	14.195	0.175734335644225	0.461885820233052	NotSig	0.343	0	0.185	0	0	0	1.875	0	0	0	0	0	0	0
ASV_748	4.218	14.131	0.461950454587791	0.636655614907536	NotSig	0.368	0.02	0	1.794	0	0	0.417	0	0	0.119	0	0	0	0
ASV_871	-20.231	11.433	0.0284406622664748	0.341287947197698	NotSig	0	0.123	0	0	0	0	0	0	0.277	0.238	0.067	0	0.157	0
ASV_880	-19.571	12.018	0.175734335644225	0.461885820233052	NotSig	0	0.078	0	0	0	0	0	0	0.415	0	0	0	0.052	0
ASV_902	-21.061	13.641	0.175734335644225	0.461885820233052	NotSig	0	0.219	0	0	0	0	0	0	0.035	0	1.278	0	0	0
ASV_910	-20.862	13.481	0.404656761927286	0.560293978053165	NotSig	0	0.191	0	0	0	0	0	0	0	0	1.143	0	0	0
ASV_935	-21.679	14.298	0.404656761927286	0.560293978053165	NotSig	0	0.336	0	0	0	0	0	0	0	0	0	2.014	0	0
ASV_952	-20.886	12.393	0.0740099699862347	0.363321670841516	NotSig	0	0.194	0	0	0	0	0	0	0	0	0.538	0.101	0.524	0
ASV_1020	-17.399	10.018	0.404656761927286	0.560293978053165	NotSig	0	0.017	0	0	0	0	0	0	0.104	0	0	0	0	0
