genus	family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
Enterovirga	Beijerinckiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0083565459610027		0.0068143100511073		0.0106609808102345					0.0118110236220472	0.0094339622641509
Entomomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333				
Entomoplasma	Mycoplasmataceae	Mycoplasmatales	Bacilli	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Eperythrozoon_B	Mycoplasmoidaceae	Mycoplasmatales	Bacilli	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
Epibacterium	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.1030640668523676	0.0133689839572192	0.0545144804088586	0.1022727272727272	0.1130063965884861			0.058823529411764705	0.016	0.0039370078740157	0.0188679245283018
Epilinea	Epilineaceae	Epilineales	Anaerolineae	Chloroflexota	Bacteria							0.0227272727272727				0.0039370078740157	
Epilithonimonas	Weeksellaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.02669587608519	0.0141184181306688	0.0084900621626573	0.0153321976169971		0.0308412149539519	0.0454600816522525	0.0750000000000049	0.11764705882352941	0.0200036665904223	0.0354337769223466	0.0898715409106393
Epulopiscium_A	Cellulosilyticaceae	Lachnospirales	Clostridia	Bacillota	Bacteria										0.004		
Equibacterium	UBA932	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria		0.0028390298344205	0.0160427807486631						0.11764705882352941	0.0040000001258077	0.039370078740157397	
Erabacter	Vulcanimicrobiaceae	Vulcanimicrobiales	Vulcanimicrobiia	Vulcanimicrobiota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Eremiobacter	Eremiobacteraceae	Eremiobacterales	Vulcanimicrobiia	Vulcanimicrobiota	Bacteria			0.0026737967914438									
Erwinia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.1332457379841294	0.3514200987006642	0.2570716535560594	0.0749025559293192	0.0574186748674857	0.2632683487774924	0.2727447391738269	0.3328102631538157	0.5490196078431373	0.18082945576181442	0.1574817270730389	0.3618266629401345
Erwinia_C	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0083565459610027		0.0068143100511073		0.0106609808102345						
Erysipelothrix	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.0066739690212975	0.0301561977130382	0.011457418297574701	0.0153321976080448		0.0335593928951485		0.0083333333333333	0.09803921568627451	0.0242064464839713	0.0118112001360984	0.029543356925773
Erythrobacter	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0331798018007346	0.11899905868209339	0.1289293646762516	0.039182282802819	0.034090909090909	0.0824451151231065	0.0681873543795252	0.1000000000000048	0.43137254901960786	0.0764154980614099	0.0629970116070433	0.0980640330414699
EsbW-18	EsbW-18	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria		0.0055710306406685										
Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	5.858294950028327	25.26228732190936	21.209436573391432	10.230901684433674	9.473216927934159	17.903841919674665	15.978500366253689	23.6118694346756	47.27866310582396	13.924988119520195	19.38983067576609	18.08646517086393
Ethanoligenens	Ethanoligenentaceae	Oscillospirales	Clostridia	Bacillota	Bacteria										0.0039999999999998		
Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota	Bacteria		0.0141184181306688	0.0053475935828876	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.09803921568627451	0.0320036677479284	0.0078740157480314	0.0468123051543671
Eubacterium_B	Anaerovoracaceae	Peptostreptococcales	Clostridia	Bacillota	Bacteria									0.11764705882352941			
Eubacterium_F	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.0730335726227667	0.9239602384082526	0.6056188945056121	0.168434755163555	0.2524019721972157	0.46184775098384	0.3409235947182375	0.5650981135485197	0.7058823529411764	0.2892376216488389	0.5787413930786713	0.484845820842068
Eubacterium_G	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria		0.0169574479650893	0.0347593582887698	0.0102214650766609		0.015915841819623598	0.0454600816522525	0.1000000000000048	0.29411764705882354	0.0520036690312424	0.0629921259842517	0.0471761400461697
Eubacterium_I	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.0197368421052631	0.061716534619434896	0.0379018268685396	0.017035775129774	0.0113636363636363	0.0490405980218713	0.090920163304505	0.1500000000000098	0.11764705882352941	0.07200366653482	0.06299212598425159	
Eubacterium_J	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.0333698451064875	0.3720784890932784	0.13790013246893149	0.13112061383799078	0.1256004930493039	0.19939229758744578	0.2272957299169886	0.4161435964871539	0.5294117647058824	0.160427560612936	0.1889772605230109	0.2313798907968594
Eubacterium_N	Anaerovoracaceae	Peptostreptococcales	Clostridia	Bacillota	Bacteria											0.0039370078740157	
Eubacterium_O	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota	Bacteria	0.0647879388001692	0.0273518259199079	0.0374331550802139	0.6930453330887603		0.102306297907762	0.1363636363636363	0.0166666666666666	0.1170801604731083	0.0080000011575063		0.042141808365086394
Eubacterium_P	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0392156862745098		0.003937184388067	0.0201093946616221
Eubacterium_Q	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.260809937271109	0.0824310625881303	0.07830971093589209	0.1256004930493039	0.1225045614692865	0.0681826760352513	0.0828102631538011	0.11764705882352941	0.0279989396605501	0.007874192262082701	0.0565995251461544
Eubacterium_R	Acutalibacteraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.1192762475074669	0.4423489113686264	0.3343679486751508	0.1226575809398415	0.1704545454545452	0.4348787727293588	0.1591019814863231	0.2000003287102298	1.1372549019607843	0.253651574201386	0.3976393839020497	0.4545789507030978
Eubacterium_T	Anaerovoracaceae	Peptostreptococcales	Clostridia	Bacillota	Bacteria			0.0084900621626573	0.0034071550275594		0.0385308760030931			0.0392156862745098	0.0159963332281676	0.0196850393700785	0.0094339622641509
Eubacterium_U	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria									0.0196078431372549			
Eudoraea	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			0.0094339622641509
Euryhalocaulis	Maricaulaceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
Eutrophobius	Eutrophobiaceae	Eutrophobiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0592105263157894		0.0026737967914438							0.0760000009597643	0.0039370078740157	
Eutrophocola	Pseudohongiellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.016000001283314	0.0354330708661417	0.0188710888910094
Eutrophomonas	Eutrophovitaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.1605305656150354	0.159971169540002	0.0186844979887031	0.0687823112311221	0.022257103051918598	0.0681826760352513	0.09114359648713441		0.024	0.0157482080101141	0.0565995251461544
Eutrophosalina	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.0225284786057578	0.0213903743315507	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0750000000000049	0.0784313725490196	0.0360047270556798	0.0669291338582854	0.029543356925773
Eutrophovita	Eutrophovitaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0028390298344205	0.0272066397027642	0.0051107325403362		0.0063965884861407		0.0166666666666666	0.11764705882352941	0.024000001283314	0.0590552946242873	0.0484144458167824
Euzebyella	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria				0.0051107325293781		0.0077574432186126					0.0118110236220472	0.0094339622641509
Evtepia	Oscillospiraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.026505832779437098	0.2117034056209326	0.16921142899276162	0.0954003407264602	0.14772727272727249	0.2006421216718202	0.11364743603177771	0.16666699537689658	0.21568627450980393	0.12821011430210422	0.1417326364926687	0.0873917650067063
Exercitatus	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975		0.0058162653712135	0.0034071550275594		0.0063965884861407			0.0784313725490196	0.0080000011575063	0.0157482080101142	0.0767163326092351
Exiguobacterium	Exiguobacteriaceae	Exiguobacteriales	Bacilli	Bacillota	Bacteria	0.0463376965375767	0.0891795886366671	0.1813495100298559	0.0221519241760195	0.0909090909090908	0.0575692963844745	0.0227272727272727	0.0083333333333333	0.1568627450980392	0.0360000011575063	0.027559584660263904	0.0886332351400266
Exiguobacterium_A	Exiguobacteriaceae	Exiguobacteriales	Bacilli	Bacillota	Bacteria	0.0066739690212975	0.1550138696124934	0.0909211247507877	0.0254988080328638	0.0233277657765767	0.0600508760231626	0.0454554033079786	0.09947692982046771	0.1764705882352941	0.027996333353975302	0.0866143497423973	0.06603348741030529
Extensimonas	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria										0.0080000000000001		
Extibacter	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria			0.0084900621626573	0.0017035775147826					0.0392156862745098		0.0039370078740157	
Ezakiella	Peptoniphilaceae	Tissierellales	Clostridia	Bacillota	Bacteria	0.0066739690212975			0.0051107325383304		0.0127931773757187		0.0083333333333333	0.058823529411764705	0.0079999988424947	0.0157482080101141	0.0201093946616221
F0058	Paludibacteraceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria						0.0021321961620469			0.0392156862745098			
F0422	Veillonellaceae	Veillonellales	Negativicutes	Bacillota	Bacteria	0.006578947368421	0.030885024566760497	0.0187165775401069	0.0068143100511073		0.0608587153977662	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.032003667873736305	0.043307086614173096	0.0188710888910094
F0428	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria									0.0392156862745098			
F1-120-MAGs055	PALSA-610	IMCC26256	Acidimicrobiia	Actinomycetota	Bacteria										0.004		
F1-120-MAGs118	GCA-002686595	UBA1135	UBA1135	Planctomycetota	Bacteria		0.0027855153203342										
F1-140-MAGs086	F1-140-MAGs086	UBA10030	UBA10030	Bacteroidota_A	Bacteria											0.0039370078740157	
F1-140-MAGs142	SM1A02	Phycisphaerales	Phycisphaerae	Planctomycetota	Bacteria		0.019688628647297098	0.0935828877005347	0.008517887563884101	0.0454545454545454	0.018013799583944598	0.0454600816522525	0.0833333333333382	0.0392156862745098	0.0480036665904211	0.0157480314960628	
F1-20-MAGs016	UBA1268	Pirellulales	Planctomycetia	Planctomycetota	Bacteria						0.0598682467124709						
F1-20-MAGs119	Ilumatobacteraceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria		0.0217996517520355	0.011457418297574701	0.0017035775147826		0.0087443803801607			0.09803921568627451	0.0082064464839714	0.0157480314960629	0.0188679245283018
F1-20-MAGs160	UBA8139	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0063965884861407		0.025	0.0392156862745098	0.0040000001258077	0.0472442710022401	0.0389773191899239
F1-60-MAGs027	Ilumatobacteraceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria			0.0080213903743315			0.0063965884861407			0.0392156862745098		0.0157480314960629	0.0094339622641509
F1-60-MAGs104	SM1A02	Phycisphaerales	Phycisphaerae	Planctomycetota	Bacteria	0.0329897584949817	0.055710306406685096	0.1042780748663101	0.0102214650856132	0.034090909090909	0.0234541577917241			0.058823529411764705	0.0200000011575063	0.007874192262082701	0.0389804835526315
F1-60-MAGs140	UBA7662	UBA7662	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
F1-60-MAGs149	F1-60-MAGs149	Gaiellales	Thermoleophilia	Actinomycetota	Bacteria		0.0028390298344205	0.0187165775401069	0.0085178875549317		0.0077574432186126		0.0171894081359785	0.0392156862745098	0.0040000001258077	0.0354330708661417	
F1-60-MAGs163	Solirubrobacteraceae	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacteria	0.0398537708220321	0.0608399646226859	0.082712588089907	0.0102268815776295	0.0568181818181818	0.055652695945192496			0.11764705882352941	0.0202064464839714	0.0393707847963623	0.0898715409106393
F1-80-MAGs062	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetota	Bacteria			0.0026737967914438								0.0039370078740157	
F23-B02	Oscillospiraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.0330847801478581	0.0804195235418398	0.1157234593221879	0.013683474754056499	0.068187046825396	0.0428252805751852	0.0227272727272727	0.0500003287102201	0.29411764705882354	0.0602064464839722	0.06692948688636971	0.1062596895350081
F23-D06	WCHB1-69	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0723684210526315	0.0965776091045082	0.1427670204217967	0.010221465087619	0.034090909090909	0.0901501844542819		0.0083336620435535	0.23529411764705882	0.13241289521102118	0.0708661417322831	0.056606937947613
FACHB-1407	Elainellaceae	Elainellales	Cyanobacteriia	Cyanobacteriota	Bacteria								0.0083333333333333			0.0039370078740157	
FACHB-8	Elainellaceae	Elainellales	Cyanobacteriia	Cyanobacteriota	Bacteria				0.0017035775127768		0.0385308760030931			0.0196078431372549	0.0119963332281676	0.0078740157480314	
FACHB-T130	FACHB-T130	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria		0.0028390298344205	0.0160427807486631					0.0083336620435535	0.0196078431372549	0.012000000125807701	0.039370078740157397	
FB2012	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.0141184181306688	0.0026737967914438	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0157482080101141	0.0201093946616221
FD2005	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria											0.0039370078740157	0.0094339622641509
FEB-35	Deferrimicrobiaceae	Deferrimicrobiales	Deferrimicrobia	Desulfobacterota_E	Bacteria	0.0263157894736842	0.0529247910863509	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
FEB-7	Usitatibacteraceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.11764705882352941	0.0162064476414777	0.0078740157480314	0.0283050511551603
FEN-1191	Steroidobacteraceae	Steroidobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0051107325293781		0.0077574432186126			0.0392156862745098	0.0160000023150126	0.0039370078740157	0.0471761400461697
FEN-1219	Rariloculaceae	Rariloculales	Gammaproteobacteria	Pseudomonadota	Bacteria												0.0094339622641509
FEN-1250	Gemmatimonadaceae	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria								0.0083333333333333			0.0118110236220472	0.0094339622641509
FEN-1279	B-1AR	SJA-28	Ignavibacteria	Bacteroidota_A	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
FEN-1297	Ignavibacteriaceae	Ignavibacteriales	Ignavibacteria	Bacteroidota_A	Bacteria		0.0055710306406685							0.0196078431372549	0.0160000000000002	0.0039370078740157	
FEN-1329	UM-FILTER-43-11	UM-FILTER-43-11	Gracilibacteria	Patescibacteriota	Bacteria									0.0196078431372549			
FEN-1349	SM23-33	SM23-33	Phycisphaerae	Planctomycetota	Bacteria									0.0196078431372549			
FEN-413	UBA4085	Aminicenantales	Aminicenantia	Acidobacteriota	Bacteria									0.0196078431372549			
FMMP01	Cellulosilyticaceae	Lachnospirales	Clostridia	Bacillota	Bacteria				0.0034071550255536			0.0227272727272727					
FREY01	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
FS08-3	Sulfurovaceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria									0.0196078431372549			
FUHM01	Sporanaerobacteraceae	Tissierellales	Clostridia	Bacillota	Bacteria		0.0027855153203342	0.0053475935828877									
FW021-bin31	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0196078431372549	0.0080000011575063	0.003937184388067	0.0389804835526315
FW021-bin43	Jatrophihabitantaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
FW602-bin16	FW602-bin16	FW602-bin16	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
Faecalibacillus	Coprobacillaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.0264108111265606	0.1969339264324185	0.08243106258813031	0.028905963065364	0.034691402140213	0.0211496143763302	0.1136427576875038	0.1661435964871393	0.27450980392156865	0.0560036677479296	0.039370255254208404	0.10377566519232409
Faecalibacterium	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.21805547968665911	0.6141167910972862	0.7883949839215859	0.1822279392412055	0.3187823112311216	0.4596341400996017	0.2500174664465542	0.4078105918640356	1.0392156862745099	0.44063034466191353	0.6063009777389351	0.501747677947809
Faecalibaculum	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.0594955912744188	0.244889474697389	0.3802662630719734	0.0511073254101615	0.10227272727272699	0.1206733864600362	0.1363802449567575	0.266667981507562	0.3333333333333333	0.19642389311663272	0.2125989547390031	0.10749799530562079
Faecalicatena	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria				0.0051107325293781		0.0077574432186126						
Faecalicoccus	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.013347938042595	0.0282368362613376	0.008021390374331399	0.017035775127768202		0.0254350951531065	0.090920163304505	0.1583333333333431	0.0784313725490196	0.0400073331808446	0.0275594081462125	0.0402187893232442
Faecalimicrobium	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota	Bacteria	0.0131578947368421	0.0027855153203342										
Faecalimonas	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria		0.0084635749891752	0.0320855614973262	0.0017035775127768	0.0113636363636363				0.058823529411764705	0.0200000002516142	0.09055118110236199	0.0094339622641509
Faecalispora	Acutalibacteraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.019831863758139598	0.0501392757660167	0.1042780748663101	0.0153321976239436	0.034090909090909	0.0255863543572083	0.0227272727272727		0.0392156862745098	0.016	0.0196852158841299	0.029543356925773
Faecalitalea	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631						0.09803921568627451	0.0040000001258077	0.0354330708661417	
Faecenecus	UBA660	RF39	Bacilli	Bacillota	Bacteria	0.0263157894736842	0.0196894487713372	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0236220472440943	0.0094339622641509
Faecimonas	UBA660	RF39	Bacilli	Bacillota	Bacteria	0.0131578947368421	0.0245851670723697	0.011457418297574701	0.0017035775147826		0.0087443803801607			0.0784313725490196	0.0162053861445215	0.0078740157480314	0.0094339622641509
Faecimorpha	Bianqueaceae	Lachnospirales	Clostridia	Bacillota	Bacteria							0.0227272727272727				0.0039370078740157	
Faeciplasma	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.013347938042595	0.0112059919243896	0.0379018268685397	0.008512471062915299		0.0127931769722814			0.11764705882352941	0.0160000014091217	0.08267751838243309	0.0779578027425554
Faecisoma	UBA660	RF39	Bacilli	Bacillota	Bacteria	0.0066739690212975	0.0197964777995098	0.03475935828877	0.008517887563884101		0.011651449495529799	0.0681873543795252	0.0833333333333382	0.0196078431372549	0.0280036668420377	0.0984253733644446	0.0201093946616221
Faecivicinus	Aristaeellaceae	Christensenellales	Clostridia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0196078431372549		0.003937184388067	0.0201093946616221
Faecivivens	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria									0.0392156862745098			
Faecousia	Oscillospiraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.1727194221946557	0.4141875325637177	0.4870061437785336	0.1277683134841894	0.2499999999999995	0.3311827866615352	0.18184032660901	0.3416666666666861	0.803921568627451	0.2728404565249301	0.3622061365218575	0.3630723815122058
Falsirhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
Falsiroseomonas	Acetobacteraceae	Acetobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Falsiruegeria	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria						0.0021321961620469						
Fannyhessea	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria	0.0066739690212975		0.0058162653712135	0.0034071550275594		0.0063965884861407			0.058823529411764705	0.0080000000000001	0.003937184388067	0.0201093946616221
Feifania	Feifaniaceae	Oscillospirales	Clostridia	Bacillota	Bacteria				0.0017035775127768				0.0083333333333333		0.004		
Fen-1038	Villigracilaceae	Anaerolineales	Anaerolineae	Chloroflexota	Bacteria		0.0169574479650893	0.0187165775401069	0.0068143100511073		0.0095192533334829	0.0454600816522525	0.0750000000000049		0.024003666716230002	0.047244094488188795	
Fen-1039	CSP1-4	Limnocylindrales	Limnocylindria	Chloroflexota	Bacteria		0.0028390298344205	0.0187165775401069							0.0160010604652575	0.043306910100139796	
Fen-1058	Fen-1058	Fen-1058	Anaerolineae	Chloroflexota	Bacteria									0.0196078431372549			
Fen-1064	Fen-1064	Dehalococcoidales	Dehalococcoidia	Chloroflexota	Bacteria											0.0039370078740157	
Fen-1087	Fen-1087	Syntrophales	Syntrophia	Desulfobacterota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607		0.0083333333333333	0.0392156862745098	0.0082064464839714	0.0157480314960629	0.0188679245283018
Fen-1118	Fen-1088	Fen-1088	Polyangia	Myxococcota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Fen-1135	UBA2185	Syntrophales	Syntrophia	Desulfobacterota	Bacteria	0.0131578947368421	0.0027855153203342						0.0083333333333333			0.0118110236220472	0.0094339622641509
Fen-1137	Fen-1088	Fen-1088	Polyangia	Myxococcota	Bacteria		0.0028390298344205	0.0160427807486631					0.0249999999999999		0.012000000125807802	0.0354330708661417	0.0188679245283018
Fen-1231	Gemmatimonadaceae	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria	0.0131578947368421	0.0642576938966855	0.10695187165775391	0.015332197623943701	0.034090909090909	0.0223124303149725	0.0681873543795252	0.0833333333333382	0.0784313725490196	0.0400036677479286	0.011811023622047102	0.0188710888910094
Fen-1255	UBA6906	UBA10030	UBA10030	Bacteroidota_A	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
Fen-1258	Melioribacteraceae	Ignavibacteriales	Ignavibacteria	Bacteroidota_A	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0200036665904223	0.0078740157480314	
Fen-1260	UBA6906	UBA10030	UBA10030	Bacteroidota_A	Bacteria	0.0131578947368421	0.0719389275180522	0.10991922779267131	0.0085178875728364	0.034090909090909	0.025801949685744098			0.0392156862745098	0.0202064464839714	0.0039370078740157	0.0094339622641509
Fen-1298	UBA10030	UBA10030	UBA10030	Bacteroidota_A	Bacteria											0.0118110236220472	0.0094339622641509
Fen-1308	Dissulfurispiraceae	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria		0.0141184181306688	0.0026737967914438	0.0102214650766609		0.0052548610093891	0.0681873543795252	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0078740157480314	
Fen-1364	Fen-1364	SZUA-6	Spirochaetia	Spirochaetota	Bacteria								0.0083333333333333				
Fen-1467	Opitutaceae	Opitutales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.026505832779437098	0.0027855153203342		0.0051107325383304		0.0127931769722814	0.0227272727272727		0.0392156862745098		0.007874368776134	0.0402187893232442
Fen-183	UBA5066	UBA5066	Thermoanaerobaculia	Acidobacteriota	Bacteria		0.008410060475089	0.0187165775401069	0.0034071550255536			0.0227272727272727		0.0196078431372549	0.0080000001258075	0.0354330708661417	
Fen-330	Bryobacteraceae	Bryobacterales	Terriglobia	Acidobacteriota	Bacteria										0.004		
Fen-455	Bog-793	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria				0.0034071550255536					0.0392156862745098		0.0118110236220472	0.0094339622641509
Fen-549	Gaiellaceae	Gaiellales	Thermoleophilia	Actinomycetota	Bacteria			0.0058162653712135	0.0017035775147826			0.0227272727272727		0.0392156862745098		0.0078740157480314	
Fen-668	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.012000000125807802	0.0354330708661417	
Fen-999	Rhodocyclaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975			0.0034071550255536		0.0063965884861407		0.0083333333333333	0.0196078431372549	0.004	0.003937184388067	0.0201093946616221
Fenollaria	Peptoniphilaceae	Tissierellales	Clostridia	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0784313725490196	0.0202064476414777	0.0039370078740157	0.0283050511551603
Ferdinandcohnia	Bacillaceae_L	Bacillales	Bacilli	Bacillota	Bacteria									0.0196078431372549			
Fermentibacter	Fermentibacteraceae	Fermentibacterales	Fermentibacteria	Fermentibacterota	Bacteria		0.0083565459610027										
Fermentithermobacillus	Fermentithermobacillaceae	Fermentithermobacillales	Fermentithermobacillia	Bacillota	Bacteria									0.0196078431372549			
Ferranicluibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0118110236220472	0.0094339622641509
Ferrimicrobium	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria	0.0131578947368421	0.15496035509840708	0.0748783440021246	0.0237952305290393	0.0233277657765767	0.0052337725567066	0.0681826760352513	0.0828102631538011	0.11764705882352941	0.004	0.011811023622047102	0.0364901304845323
Ferrimonas	Shewanellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	0.0094339622641509
