family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
CGMCC-115725	ATCC43930	Alphaproteobacteria	Pseudomonadota	Bacteria	0.026505832779437098	0.14744571172424709	0.0654020259147774	0.0698466780278615	0.1022727272727272	0.1847262794395511	0.0454600816522525	0.0750000000000049	0.19607843137254902	0.056206446554176705	0.110236573500543	0.059086713851546
CHK158-818	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0063965884861407				0.0040000001258077	0.039370255254208696	0.0201093946616221
CP070648	GCA-020354555	Hebobacteria	Armatimonadota	Bacteria							0.0227272727272727				0.0078740157480314	
CPR2	CPR2	CPR2	Patescibacteriota	Bacteria		0.1662932579087417	0.0717358754223549	0.0220916530142568	0.0233277657765767	0.0083564370006115	0.09091548496023111	0.1661435964871393	0.0392156862745098	0.0200036665904223	0.0078740157480314	0.0364901304845323
CSBR16-119	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria	0.006578947368421											
CSBR16-224	Micavibrionales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.058823529411764705			
CSP1-2	UBA2774	UBA1144	Desulfobacterota_D	Bacteria				0.0017035775127768			0.0227272727272727					
CSP1-4	Limnocylindrales	Limnocylindria	Chloroflexota	Bacteria	0.0532017088646271	0.7778411147118904	0.5427722184836574	0.1105131197271372	0.1728565176517612	0.1303575101491347	0.3409291309159446	0.5895750433689927	0.43137254901960786	0.17663139981424641	0.1732292290269661	0.3043527389644654
CSP1-5	Methylomirabilales	Methylomirabilia	Methylomirabilota	Bacteria						0.0021321961620469				0.0080000000000001		
CSP1-6	Rokubacteriales	Methylomirabilia	Methylomirabilota	Bacteria	0.0066739690212975	0.0169574479650893	0.0356967018654215	0.0153321976190029		0.020180234547154702	0.0454600816522525	0.0750000000000049	0.21568627450980393	0.028003666716230002	0.0551182867502715	0.0201093946616221
CSSED10-376	Halanaerobiales	Halanaerobiia	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
CSSed11-197	Dehalococcoidales	Dehalococcoidia	Chloroflexota	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.0040000001258077	0.0354330708661417	
Caedimonadaceae	Caedimonadales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0056245451547547	0.0160427807486631							0.0040000001258077	0.0354330708661417	
Caenarcanaceae	Caenarcaniphilales	Vampirovibrionia	Cyanobacteriota	Bacteria								0.0083333333333333				
Caldanaerobiaceae	Thermoanaerobacterales	Thermoanaerobacteria	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Caldatribacteriaceae	Atribacterales	Atribacteria	Atribacterota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363			0.0083333333333333		0.008	0.0039370078740157	
Caldibacillaceae	Bacillales_B	Bacilli	Bacillota	Bacteria	0.019831863758139598	0.0501392757660167	0.1042780748663101	0.0102214650856132	0.034090909090909	0.0234541577917241		0.0083333333333333	0.0196078431372549	0.012	0.007874192262082701	0.0201093946616221
Caldicellulosiruptoraceae	Caldicellulosiruptorales	Thermoanaerobacteria	Bacillota	Bacteria				0.0034071550255536			0.0227272727272727		0.058823529411764705		0.0039370078740157	
Caldilineaceae	Caldilineales	Anaerolineae	Chloroflexota	Bacteria	0.0329897584949817	0.1331174768127622	0.1262555678848077	0.023850085187827802	0.034090909090909	0.0514526405708237	0.11364743603177771	0.1583333333333431	0.1764705882352941	0.0964202284637988	0.0511812788762555	0.1144553460285464
Caldisericaceae	Caldisericales	Caldisericia	Caldisericota	Bacteria		0.0027855153203342								0.0080000000000001	0.0118110236220472	0.0094339622641509
Calditerrivibrionaceae	Deferribacterales	Deferribacteres	Chrysiogenota	Bacteria										0.004	0.0039370078740157	
Calditrichaceae	Calditrichales	Calditrichia	Calditrichota	Bacteria								0.0083333333333333	0.0392156862745098	0.004		
Calescibacteriaceae	Calescibacteriales	Calescibacteriia	Calescibacteriota	Bacteria									0.0196078431372549			
Caloramatoraceae	Clostridiales	Clostridia	Bacillota	Bacteria				0.0017035775127768				0.0083333333333333	0.058823529411764705	0.004	0.0157480314960629	
Campylobacteraceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	0.6227920486638951	3.485787253541353	2.634648011003162	0.8700344172393794	1.1531317101710066	2.2927524149295424	2.0683168714099778	3.204719217943124	7.2745098039215685	1.8666660409103222	2.9645748722661684	2.6780475753871755
Capsulimonadaceae	Armatimonadales	Armatimonadia	Armatimonadota	Bacteria		0.0169574479650893	0.0187165775401069	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.028003666716228802	0.043307086614173096	
Carboxydocellaceae	Carboxydocellales	GCA-003054495	Bacillota	Bacteria											0.0039370078740157	
Cardiobacteriaceae	Cardiobacteriales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.035918069882704295	0.008314949717805	0.0068143100511073		0.0696030957779269	0.0454600816522525	0.0750000000000049	0.11764705882352941	0.0282101130743937	0.0157480314960628	0.0188679245283018
Carnobacteriaceae	Lactobacillales	Bacilli	Bacillota	Bacteria	0.0066739690212975	0.2345312429992687	0.1248247078551859	0.030609540584158202	0.0233277657765767	0.043118362789281196	0.1363700304147765	0.1828102631538059	0.43137254901960786	0.0846230073256505	0.1141734048605073	0.1320743876220692
Casimicrobiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.1255424520955279	0.2467515359446333	0.0374787052830958	0.07954545454545439	0.0620829145070795	0.1591075176840302	0.233333333333348	0.2549019607843137	0.12021744766436	0.1653543307086605	0.0660409002117639
Casp-alpha2	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.2741502553094982	0.1899700529328312	0.0442381606893077	0.0574186748674857	0.0566864131275303	0.1363755666124836	0.2411435964871442	0.29411764705882354	0.08042022614878741	0.0511812788762555	0.094335374202758
Catenulisporaceae	Streptomycetales	Actinomycetes	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.007874192262082701	0.0201093946616221
Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.2720686801295745	0.7197426426369227	0.5210968731694806	0.2316316871108041	0.23923685668566708	0.5386541324368261	0.6591471289214125	0.9666676527973755	1.3725490196078431	0.509260687735616	0.5551207579469861	0.6724195681397434
Celerinatantimonadaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.1030640668523676	0.0133689839572192	0.056218057921635395	0.1022727272727272	0.1172707889125799				0.012	0.007874192262082701	0.0201093946616221
Cellulomonadaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria	0.093106902203468	0.2501134896908197	0.2420597604366205	0.0544542092710172	0.0574186748674857	0.0862573126150523	0.2045573847943017	0.2749996712897893	0.39215686274509803	0.08000366666062761	0.1496064757266489	0.1361457468432989
Cellulosilyticaceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0051107325383304	0.0113636363636363	0.0063965884861407	0.0454545454545454	0.0083333333333333	0.13725490196078433	0.012000000125807701	0.043307263128224395	0.0201093946616221
Cellvibrionaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0532017088646271	0.0413517735084614	0.0301739958376816	0.015332197616997		0.1412586416884751	0.0227272727272727	0.0083333333333333	0.2549019607843137	0.0482027798379455	0.12204830317879531	0.1866941038187889
Cerasicoccaceae	Opitutales	Verrucomicrobiia	Verrucomicrobiota	Bacteria									0.0196078431372549			
Cfx3-03	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
Ch109	Ch66	Ch66	Bacillota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Ch128b	Ch128b	Ignavibacteria	Bacteroidota_A	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0236220472440943	0.0094339622641509
Ch27	Aggregatilineales	Anaerolineae	Chloroflexota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
Ch29	Ch29	Clostridia	Bacillota	Bacteria								0.0083333333333333	0.0196078431372549		0.0039370078740157	
Chamaesiphonaceae	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.0131578947368421	0.052978305600437196	0.1203208556149732	0.0102214650856132	0.034090909090909	0.0170575693055834	0.0227272727272727			0.0160000001258077	0.0354330708661417	
Chisholmbacteraceae	UBA1400	Microgenomatia	Patescibacteriota	Bacteria									0.0196078431372549		0.0118110236220472	0.0094339622641509
Chitinibacteraceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0784313725490196	0.0082064464839714	0.011811023622047102	0.0188679245283018
Chitinimonadaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0083565459610027		0.0068143100511073		0.0106609808102345				0.0039999999999998	0.0039370078740157	0.0094339622641509
Chitinispirillaceae	Chitinivibrionales	Chitinivibrionia	Fibrobacterota	Bacteria	0.0066739690212975		0.016042780748663	0.0034071550255536	0.0113636363636363	0.0127931769722814			0.0392156862745098	0.0080000011575063	0.0236222237581456	0.0484144458167824
Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.3510597518482268	1.3673361166397544	0.9205157877070489	0.3320222180659612	0.2637708372044296	0.7920177529169892	1.0455465560315906	1.790140230051502	2.531741029258795	0.7383222477057535	0.8897681923788173	1.1109753612356137
Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiota	Bacteria	0.0661695602957163	0.1923404851454236	0.4531025606741353	0.0528109029179975	0.17045454545454508	0.1203893139234031	0.1591075176840302	0.2500000000000146	0.47291749984703035	0.2002174475385513	0.1377959816467553	0.13704451659410138
Chloracidobacteriaceae	Chloracidobacteriales	Blastocatellia	Acidobacteriota	Bacteria									0.0196078431372549			
Chlorobiaceae	Chlorobiales	Chlorobiia	Bacteroidota_A	Bacteria	0.0727485076641373	0.3548524338033146	0.2940241030062508	0.1022146507905313	0.1818181818181815	0.3113393943898116	0.0681873543795252	0.1333336620435582	0.5490196078431373	0.18082578703778962	0.1574810210168339	0.24082126586246888
Chloroflexaceae	Chloroflexales	Chloroflexia	Chloroflexota	Bacteria	0.0331798018007346	0.0944665859997698	0.2195448962418691	0.0221465076750509	0.07954545454545439	0.0630055147281108	0.0454600816522525	0.11666732408711179	0.09803921568627451	0.0882101132002014	0.0944887185185312	0.08863007077731899
Chloroheliaceae	Chloroheliales	Chloroflexia	Chloroflexota	Bacteria									0.0392156862745098		0.0039370078740157	
Chloroherpetonaceae	Chlorobiales	Chlorobiia	Bacteroidota_A	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Christensenellaceae	Christensenellales	Clostridia	Bacillota	Bacteria	0.02669587608519	0.0217996517520355	0.0056411529263612	0.0102214650766608		0.1113924863309097		0.0083336620435535	0.11764705882352941	0.0481991140978129	0.043307792670377904	0.1087426298016487
Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0941737768421687	0.0438365391383743	0.0221465076681045		0.0386594635893341	0.090920163304505	0.1500000000000098	0.19607843137254902	0.06442022627459511	0.0905511811023617	0.0566037735849054
Chromobacteriaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.0977815275219765	0.15677978861219388	0.0425840213224633	0.0454545454545454	0.0659769211782258	0.2045675993362827	0.333333662043573	0.29411764705882354	0.152221111813964	0.1456694678526328	0.08615029487338599
Chroococcidiopsidaceae	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria		0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0385308760030931			0.058823529411764705	0.0239963345114816	0.047244094488188795	0.0188710888910094
Chrysiogenaceae	Chrysiogenales	Chrysiogenetes	Chrysiogenota	Bacteria									0.0196078431372549	0.004		
Chthoniobacteraceae	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0331798018007346	0.1965029701358661	0.0987674026802668	0.0272023855525872	0.0233277657765767	0.1151818408349298	0.09091548496023111	0.157810263153806	0.1764705882352941	0.0402101132002014	0.1023627342665629	0.1251202012618513
Chthonomonadaceae	Chthonomonadales	Chthonomonadetes	Armatimonadota	Bacteria	0.019831863758139598	0.0056245451547547	0.0218590461198766	0.0034071550275594		0.0063965884861407			0.0392156862745098	0.0160000001258076	0.0590552946242873	0.029543356925773
Cloacimonadaceae	Cloacimonadales	Cloacimonadia	Cloacimonadota	Bacteria	0.013347938042595	0.1851165528114453	0.07737702834871611	0.0237952305180812	0.0233277657765767	0.09013262711270109	0.0454554033079786	0.09947692982046771	0.3333333333333333	0.0162064464839714	0.0393704317682597	0.0955768443360783
Clostridiaceae	Clostridiales	Clostridia	Bacillota	Bacteria	0.2725438925554888	1.985950537819162	1.5046713278496786	0.5926309723789739	0.8092201540153967	1.3773934473016138	1.250097546774752	1.931243353586823	4.019607843137255	1.263751655097585	1.6653578609896784	1.3447137412956753
Cohaesibacteraceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0026737967914438					0.0083333333333333			0.0078740157480314	
Coleofasciculaceae	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria	0.006578947368421	0.022581993119843997	0.0374331550802138	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.1249999999999734	0.09803921568627451	0.040003667999544	0.1023622047244091	0.0377390134193112
Colwellbacteraceae	UBA6257	Minisyncoccia	Patescibacteriota	Bacteria	0.0723684210526315	0.0027855153203342	0.0026737967914438					0.0083333333333333	0.0196078431372549	0.08400000095976409	0.0039370078740157	0.0094339622641509
Competibacteraceae	Competibacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0461476532318238	0.1199680003033706	0.2170462118952775	0.0272572402243395	0.068181818181818	0.0500309804307904	0.0454600816522525	0.0833333333333382	0.19607843137254902	0.052003665432917	0.039370255254208404	0.0389773191899239
Coprobacillaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.1387280246541006	0.6515463833237638	0.4649840190555015	0.1208991487702819	0.1830243965603673	0.2052387048429089	0.5000349328931084	0.7822878503947068	1.2352941176470589	0.3090505690405011	0.3385837362496596	0.4200643807292492
Coprobacteraceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria				0.0034071550255536		0.0385308760030931	0.0227272727272727		0.0196078431372549	0.0119963332281676	0.0078740157480314	
Coprothermobacteraceae	Coprothermobacterales	Coprothermobacteria	Coprothermobacterota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.058823529411764705	0.0082064464839714	0.0039370078740157	0.0094339622641509
Coraliomargaritaceae	Opitutales	Verrucomicrobiia	Verrucomicrobiota	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826		0.0106609808102345		0.0083333333333333	0.11764705882352941	0.0200000001258087	0.047244094488188795	0.0283050511551603
Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria	0.3175948850888629	2.047743478808532	1.8106326614394679	0.4596313841134988	0.7081484128412773	1.1129013215306367	1.022804390418063	1.6218632224739706	2.9019607843137254	1.0100964120463853	1.2952789443181494	1.1765226232182946
Coxiellaceae	Coxiellales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.2163297459221148	0.1023785430483622	0.044238160684367	0.034691402140213	0.0382715206132222	0.1818356482647361	0.30781026315381577	0.45098039215686275	0.09221744741274321	0.04724409448818841	0.0836631061679944
Criblamydiaceae	Chlamydiales	Chlamydiia	Chlamydiota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
Crocinitomicaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.11222219187466359	0.3528837991130565	0.4027124278787968	0.0834752981459744	0.1249999999999996	0.1885635999747008	0.2954822264430806	0.4000000000000244	0.6078431372549019	0.2488415150222413	0.2401580098571307	0.1936514545417144
Cryomorphaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria											0.0039370078740157	
Cryosericaceae	Cryosericales	Caldisericia	Caldisericota	Bacteria	0.019831863758139598	0.0027855153203342		0.0017035775127768		0.0106609808102345			0.058823529411764705	0.0039999999999988	0.0196852158841299	0.029543356925773
Cyanobacteriaceae	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria		0.0083565459610027							0.09803921568627451		0.0039370078740157	
Cyanobiaceae	PCC-6307	Cyanobacteriia	Cyanobacteriota	Bacteria	0.21176159727686739	1.0196918161449668	0.6169587010672204	0.2775734252889669	0.3648373497349712	0.6552986180834376	0.6364096416521589	0.9072871929743028	1.6862745098039216	0.554284525855095	0.7755926693497314	0.7872547307883483
Cyclobacteriaceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria	0.1861623818901272	0.6667554507895032	0.4892473703067423	0.1122661354057566	0.1154378427842754	0.4265484434103751	0.29546819141025893	0.4734307894614128	1.2768390684744813	0.22482945785557581	0.4094507605522001	0.5423080835775275
Cycloclasticaceae	Methylococcales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0200219070638925	0.0083565459610027		0.0068143100511072		0.0577206414615152			0.058823529411764705	0.0119963332281676	0.0354336004082953	0.06976214624901719
Cyclonatronaceae	Balneolales	Rhodothermia	Bacteroidota_A	Bacteria										0.0080000000000001		
Cytophagaceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria		0.0083669620899691	0.0160427807486631	0.0034017385225791						0.0040000001258077	0.039370078740157397	
D2472	SAR86	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0398537708220321	0.4847716435760332	0.2945537209843115	0.0833655888333384	0.08074644064406239	0.11528942627248889	0.2954784059522399	0.4994769298204871	0.39215686274509803	0.1646329444424556	0.1574810210168339	0.2194555754646093
D37C17	SCGC-AAA003-L08	Marinisomatia	Marinisomatota	Bacteria				0.0034071550255536			0.0227272727272727		0.061152793964677404			
DAIDJD01	JAJYGY01	JAJYCY01	JAJYCY01	Bacteria									0.0196078431372549			
DAIQRJ01	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549			
DAOLCO01	SZUA-149	UBA2361	Bdellovibrionota_B	Bacteria									0.0196078431372549			
DAOPZR01	DAOPZR01	DAOPZR01	DAOPZR01	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
DAOSCP01	Ignavibacteriales	Ignavibacteria	Bacteroidota_A	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607		0.0083336620435535	0.0392156862745098	0.0162064464839714	0.0078740157480314	0.0094339622641509
DAOSWS01	UBA2201	Thermoanaerobaculia	Acidobacteriota	Bacteria										0.004		
DAOSXE01	Erginobacterales	Erginobacteria	PUNC01	Bacteria		0.0028390298344205	0.0160427807486631							0.008000000125807701	0.0354330708661417	
DAOVJZ01	DAOVJZ01	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
DAOVYS01	Desulfobulbales	Desulfobulbia	Desulfobacterota	Bacteria									0.0196078431372549			
DAOWAM01	UBA2591	Patescibacteriia	Patescibacteriota	Bacteria											0.0118110236220472	0.0094339622641509
DAOWHK01	Chlamydiales	Chlamydiia	Chlamydiota	Bacteria											0.0039370078740157	
DAOWJH01	Dehalococcoidales	Dehalococcoidia	Chloroflexota	Bacteria											0.0039370078740157	
DAOWLH01	Dehalococcoidales	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
DAOWOC01	DAOWOC01	DAOWOC01	Desulfobacterota	Bacteria									0.0196078431372549			
DASPGW01	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
DASPTH01	IMCC26256	Acidimicrobiia	Actinomycetota	Bacteria											0.0039370078740157	
DASRJG01	Polarisedimenticolales	Polarisedimenticolia	Acidobacteriota	Bacteria									0.0196078431372549	0.0080000011575063		0.0283050511551603
DASRUS01	UBA9160	UBA9160	Myxococcota_A	Bacteria				0.0017035775127768		0.0385308760030931			0.0196078431372549	0.0119963332281676	0.0078740157480314	
DASSBR01	DASSBR01	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0026737967914438									
DASUFT01	Polarisedimenticolales	Polarisedimenticolia	Acidobacteriota	Bacteria	0.0131578947368421	0.0027855153203342										
DASULA01	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria						0.0042643923240938						
DASUME01	Polyangiales	Polyangia	Myxococcota	Bacteria												0.0094339622641509
DASUUR01	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria									0.0196078431372549			
DASVDK01	DASVDK01	DASVDK01	DASVDK01	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
DASVRZ01	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
DASWYB01	2-12-FULL-50-11	UBA1384	Patescibacteriota	Bacteria									0.0196078431372549			
DASXHY01	Limisphaerales	Verrucomicrobiia	Verrucomicrobiota	Bacteria			0.0058162653712135	0.0017035775147826					0.058823529411764705			
DASXTC01	JACPZX01	Polarisedimenticolia	Acidobacteriota	Bacteria									0.0196078431372549			
DASYRF01	DASYRF01	DASYRF01	Myxococcota	Bacteria									0.0196078431372549			
DASYSL01	RBG-16-71-46	RBG-16-71-46	Eisenbacteria	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.0040000001258077	0.0354330708661417	
DASZGP01	DASZGP01	Dormibacteria	Chloroflexota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098	0.004		
DASZYS01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
DATDCY01	JAUVQV01	JAUVQV01	JAUVQV01	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
DATDRI01	Marinacidobacterales	Vicinamibacteria	Acidobacteriota	Bacteria									0.0196078431372549			
DATDSR01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
DATDWN01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria		0.0055710306406685							0.0784313725490196		0.0039370078740157	
DATFLL01	DATFLL01	Gammaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
DATKAS01	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
DATKEJ01	Rhodothermales	Rhodothermia	Bacteroidota_A	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
DATKUC01	DSM-27196	Spirochaetia	Spirochaetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
DATKUK01	UBA1845	Phycisphaerae	Planctomycetota	Bacteria												0.0094339622641509
DATKVD01	DATKVD01	DG-23	Planctomycetota	Bacteria											0.0118110236220472	0.0094339622641509
DATKZD01	Elusimicrobiales	Elusimicrobia	Elusimicrobiota	Bacteria		0.0055710306406685										
DATLTG01	DATLTG01	Bacteroidia	Bacteroidota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
DATLZF01	Limisphaerales	Verrucomicrobiia	Verrucomicrobiota	Bacteria											0.0039370078740157	
DC0425bin3	Magnetococcales	Magnetococcia	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
DDH964	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
DEV007	Verrucomicrobiales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0331798018007346	0.2875095485997059	0.2250229705650748	0.0391274281509772	0.0574186748674857	0.1264407672934762	0.1136427576875038	0.1661435964871393	0.2549019607843137	0.0886230074514583	0.1417328130067201	0.1628592146811625
DG-74-1	Minisyncoccales	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
DG-74-3	Minisyncoccales	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
DQVG01	Desulfurobacteriales	Aquificia	Aquificota	Bacteria				0.0034071550255536			0.0227272727272727					
DRBW01	B15-G9	Hydrothermia	WOR-3	Bacteria									0.0196078431372549			
DRHE01	SZUA-6	Spirochaetia	Spirochaetota	Bacteria			0.0026737967914438									
DRHN01	B62-G9	B62-G9	Spirochaetota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.012		
DRJH01	Arenicellales	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
DRJJ01	DRJJ01	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
DRKV01	Anaerolineales	Anaerolineae	Chloroflexota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0196078431372549	0.0160000011575064	0.0196852158841299	0.0389804835526315
DRMK01	DRMK01	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
DRMV01	Anaerolineales	Anaerolineae	Chloroflexota	Bacteria	0.0066739690212975		0.0080213903743315	0.0017035775127768		0.0127931769722814			0.0219371076901676		0.007874192262082701	0.029543356925773
DRQE01	GWC2-55-46	GWC2-55-46	Desulfobacterota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
DRQF01	GCA-002687715	GCA-002687715	Planctomycetota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
DRVO01	DRVO01	Anaerolineae	Chloroflexota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098		0.0039370078740157	
DRXL01	RBG-16-55-9	Bipolaricaulia	Bipolaricaulota	Bacteria		0.0028390298344205	0.0160427807486631	0.0017035775127768			0.0454545454545454			0.012000000125807802	0.039370078740157397	
DRYD01	DRYD01	DRYD01	DRYD01	Bacteria										0.004		
DSM-100316	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
DSM-103792	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0392156862745098			
DSM-12255	Geobacterales	Desulfuromonadia	Desulfobacterota	Bacteria									0.0392156862745098		0.0039370078740157	
